25	成长奖励	主角等级达到45级	4001	0	0	45	-1	2,-1,20|1,-1,5000	24	26	1	120	1	0
26	成长奖励	主角等级达到46级	4001	0	0	46	-1	2,-1,20|1,-1,5000	25	27	1	120	1	0
27	成长奖励	主角等级达到47级	4001	0	0	47	-1	2,-1,20|1,-1,5000	26	28	1	120	1	0
28	成长奖励	主角等级达到48级	4001	0	0	48	-1	2,-1,20|1,-1,5000	27	29	1	120	1	0
29	成长奖励	主角等级达到49级	4001	0	0	49	-1	2,-1,20|1,-1,5000	28	30	1	120	1	0
30	成长奖励	主角等级达到50级	4001	0	0	50	-1	2,-1,20|1,-1,5000	29	31	1	120	1	0
31	成长奖励	主角等级达到51级	4001	0	0	51	-1	2,-1,20|1,-1,5000	30	32	1	120	1	0
32	成长奖励	主角等级达到52级	4001	0	0	52	-1	2,-1,20|1,-1,5000	31	33	1	120	1	0
33	成长奖励	主角等级达到53级	4001	0	0	53	-1	2,-1,20|1,-1,5000	32	34	1	120	1	0
34	成长奖励	主角等级达到54级	4001	0	0	54	-1	2,-1,20|1,-1,5000	33	35	1	120	1	0
35	成长奖励	主角等级达到55级	4001	0	0	55	-1	2,-1,20|1,-1,5000	34	36	1	120	1	0
36	成长奖励	主角等级达到56级	4001	0	0	56	-1	2,-1,20|1,-1,5000	35	37	1	120	1	0
37	成长奖励	主角等级达到57级	4001	0	0	57	-1	2,-1,20|1,-1,5000	36	38	1	120	1	0
38	成长奖励	主角等级达到58级	4001	0	0	58	-1	2,-1,20|1,-1,5000	37	39	1	120	1	0
39	成长奖励	主角等级达到59级	4001	0	0	59	-1	2,-1,20|1,-1,5000	38	40	1	120	1	0
40	成长奖励	主角等级达到60级	4001	0	0	60	-1	2,-1,20|1,-1,5000	39	41	1	120	1	0
41	成长奖励	主角等级达到61级	4001	0	0	61	-1	2,-1,25|1,-1,7500	40	42	1	120	1	0
42	成长奖励	主角等级达到62级	4001	0	0	62	-1	2,-1,25|1,-1,7500	41	43	1	120	1	0
43	成长奖励	主角等级达到63级	4001	0	0	63	-1	2,-1,25|1,-1,7500	42	44	1	120	1	0
44	成长奖励	主角等级达到64级	4001	0	0	64	-1	2,-1,25|1,-1,7500	43	45	1	120	1	0
45	成长奖励	主角等级达到65级	4001	0	0	65	-1	2,-1,25|1,-1,7500	44	46	1	120	1	0
46	成长奖励	主角等级达到66级	4001	0	0	66	-1	2,-1,25|1,-1,7500	45	47	1	120	1	0
47	成长奖励	主角等级达到67级	4001	0	0	67	-1	2,-1,25|1,-1,7500	46	48	1	120	1	0
48	成长奖励	主角等级达到68级	4001	0	0	68	-1	2,-1,25|1,-1,7500	47	49	1	120	1	0
49	成长奖励	主角等级达到69级	4001	0	0	69	-1	2,-1,25|1,-1,7500	48	50	1	120	1	0
50	成长奖励	主角等级达到70级	4001	0	0	70	-1	2,-1,25|1,-1,7500	49	51	1	120	1	0
51	成长奖励	主角等级达到71级	4001	0	0	71	-1	2,-1,25|1,-1,7500	50	52	1	120	1	0
52	成长奖励	主角等级达到72级	4001	0	0	72	-1	2,-1,25|1,-1,7500	51	53	1	120	1	0
53	成长奖励	主角等级达到73级	4001	0	0	73	-1	2,-1,25|1,-1,7500	52	54	1	120	1	0
54	成长奖励	主角等级达到74级	4001	0	0	74	-1	2,-1,25|1,-1,7500	53	55	1	120	1	0
55	成长奖励	主角等级达到75级	4001	0	0	75	-1	2,-1,25|1,-1,7500	54	56	1	120	1	0
56	成长奖励	主角等级达到76级	4001	0	0	76	-1	2,-1,25|1,-1,7500	55	57	1	120	1	0
57	成长奖励	主角等级达到77级	4001	0	0	77	-1	2,-1,25|1,-1,7500	56	58	1	120	1	0
58	成长奖励	主角等级达到78级	4001	0	0	78	-1	2,-1,25|1,-1,7500	57	59	1	120	1	0
59	成长奖励	主角等级达到79级	4001	0	0	79	-1	2,-1,25|1,-1,7500	58	60	1	120	1	0
60	成长奖励	主角等级达到80级	4001	0	0	80	-1	2,-1,25|1,-1,7500	59	61	1	120	1	0
61	成长奖励	主角等级达到81级	4001	0	0	81	-1	2,-1,30|1,-1,10000	60	62	1	120	1	0
62	成长奖励	主角等级达到82级	4001	0	0	82	-1	2,-1,30|1,-1,10000	61	63	1	120	1	0
63	成长奖励	主角等级达到83级	4001	0	0	83	-1	2,-1,30|1,-1,10000	62	64	1	120	1	0
64	成长奖励	主角等级达到84级	4001	0	0	84	-1	2,-1,30|1,-1,10000	63	65	1	120	1	0
65	成长奖励	主角等级达到85级	4001	0	0	85	-1	2,-1,30|1,-1,10000	64	66	1	120	1	0
66	成长奖励	主角等级达到86级	4001	0	0	86	-1	2,-1,30|1,-1,10000	65	67	1	120	1	0
67	成长奖励	主角等级达到87级	4001	0	0	87	-1	2,-1,30|1,-1,10000	66	68	1	120	1	0
68	成长奖励	主角等级达到88级	4001	0	0	88	-1	2,-1,30|1,-1,10000	67	69	1	120	1	0
69	成长奖励	主角等级达到89级	4001	0	0	89	-1	2,-1,30|1,-1,10000	68	70	1	120	1	0
70	成长奖励	主角等级达到90级	4001	0	0	90	-1	2,-1,30|1,-1,10000	69	71	1	120	1	0
71	成长奖励	主角等级达到91级	4001	0	0	91	-1	2,-1,30|1,-1,10000	70	72	1	120	1	0
72	成长奖励	主角等级达到92级	4001	0	0	92	-1	2,-1,30|1,-1,10000	71	73	1	120	1	0
73	成长奖励	主角等级达到93级	4001	0	0	93	-1	2,-1,30|1,-1,10000	72	74	1	120	1	0
74	成长奖励	主角等级达到94级	4001	0	0	94	-1	2,-1,30|1,-1,10000	73	75	1	120	1	0
75	成长奖励	主角等级达到95级	4001	0	0	95	-1	2,-1,30|1,-1,10000	74	76	1	120	1	0
76	成长奖励	主角等级达到96级	4001	0	0	96	-1	2,-1,30|1,-1,10000	75	77	1	120	1	0
77	成长奖励	主角等级达到97级	4001	0	0	97	-1	2,-1,30|1,-1,10000	76	78	1	120	1	0
78	成长奖励	主角等级达到98级	4001	0	0	98	-1	2,-1,30|1,-1,10000	77	79	1	120	1	0
79	成长奖励	主角等级达到99级	4001	0	0	99	-1	2,-1,30|1,-1,10000	78	80	1	120	1	0
80	成长奖励	主角等级达到100级	4001	0	0	100	-1	2,-1,30|1,-1,10000	79	81	1	120	1	0
81	成长奖励	主角等级达到101级	4001	0	0	101	-1	2,-1,30|1,-1,10000	80	82	-1	120	1	0
82	成长奖励	主角等级达到102级	4001	0	0	102	-1	2,-1,30|1,-1,10000	81	83	-1	120	1	0
83	成长奖励	主角等级达到103级	4001	0	0	103	-1	2,-1,30|1,-1,10000	82	84	-1	120	1	0
84	成长奖励	主角等级达到104级	4001	0	0	104	-1	2,-1,30|1,-1,10000	83	85	-1	120	1	0
85	成长奖励	主角等级达到105级	4001	0	0	105	-1	2,-1,30|1,-1,10000	84	86	-1	120	1	0
86	成长奖励	主角等级达到106级	4001	0	0	106	-1	2,-1,30|1,-1,10000	85	87	-1	120	1	0
87	成长奖励	主角等级达到107级	4001	0	0	107	-1	2,-1,30|1,-1,10000	86	88	-1	120	1	0
88	成长奖励	主角等级达到108级	4001	0	0	108	-1	2,-1,30|1,-1,10000	87	89	-1	120	1	0
89	成长奖励	主角等级达到109级	4001	0	0	109	-1	2,-1,30|1,-1,10000	88	90	-1	120	1	0
90	成长奖励	主角等级达到110级	4001	0	0	110	-1	2,-1,30|1,-1,10000	89	91	-1	120	1	0
91	成长奖励	主角等级达到111级	4001	0	0	111	-1	2,-1,30|1,-1,10000	90	92	-1	120	1	0
92	成长奖励	主角等级达到112级	4001	0	0	112	-1	2,-1,30|1,-1,10000	91	93	-1	120	1	0
93	成长奖励	主角等级达到113级	4001	0	0	113	-1	2,-1,30|1,-1,10000	92	94	-1	120	1	0
94	成长奖励	主角等级达到114级	4001	0	0	114	-1	2,-1,30|1,-1,10000	93	95	-1	120	1	0
95	成长奖励	主角等级达到115级	4001	0	0	115	-1	2,-1,30|1,-1,10000	94	96	-1	120	1	0
96	成长奖励	主角等级达到116级	4001	0	0	116	-1	2,-1,30|1,-1,10000	95	97	-1	120	1	0
97	成长奖励	主角等级达到117级	4001	0	0	117	-1	2,-1,30|1,-1,10000	96	98	-1	120	1	0
98	成长奖励	主角等级达到118级	4001	0	0	118	-1	2,-1,30|1,-1,10000	97	99	-1	120	1	0
99	成长奖励	主角等级达到119级	4001	0	0	119	-1	2,-1,30|1,-1,10000	98	100	-1	120	1	0
100	成长奖励	主角等级达到120级	4001	0	0	120	-1	2,-1,30|1,-1,10000	99	101	-1	120	1	0
101	成长奖励	主角等级达到121级	4001	0	0	121	-1	2,-1,30|1,-1,10000	100	102	-1	120	1	0
102	成长奖励	主角等级达到122级	4001	0	0	122	-1	2,-1,30|1,-1,10000	101	103	-1	120	1	0
103	成长奖励	主角等级达到123级	4001	0	0	123	-1	2,-1,30|1,-1,10000	102	104	-1	120	1	0
104	成长奖励	主角等级达到124级	4001	0	0	124	-1	2,-1,30|1,-1,10000	103	105	-1	120	1	0
105	成长奖励	主角等级达到125级	4001	0	0	125	-1	2,-1,30|1,-1,10000	104	106	-1	120	1	0
106	成长奖励	主角等级达到126级	4001	0	0	126	-1	2,-1,30|1,-1,10000	105	107	-1	120	1	0
107	成长奖励	主角等级达到127级	4001	0	0	127	-1	2,-1,30|1,-1,10000	106	108	-1	120	1	0
108	成长奖励	主角等级达到128级	4001	0	0	128	-1	2,-1,30|1,-1,10000	107	109	-1	120	1	0
109	成长奖励	主角等级达到129级	4001	0	0	129	-1	2,-1,30|1,-1,10000	108	110	-1	120	1	0
110	成长奖励	主角等级达到130级	4001	0	0	130	-1	2,-1,30|1,-1,10000	109	111	-1	120	1	0
111	成长奖励	主角等级达到131级	4001	0	0	131	-1	2,-1,30|1,-1,10000	110	112	-1	120	1	0
112	成长奖励	主角等级达到132级	4001	0	0	132	-1	2,-1,30|1,-1,10000	111	113	-1	120	1	0
113	成长奖励	主角等级达到133级	4001	0	0	133	-1	2,-1,30|1,-1,10000	112	114	-1	120	1	0
114	成长奖励	主角等级达到134级	4001	0	0	134	-1	2,-1,30|1,-1,10000	113	115	-1	120	1	0
115	成长奖励	主角等级达到135级	4001	0	0	135	-1	2,-1,30|1,-1,10000	114	116	-1	120	1	0
116	成长奖励	主角等级达到136级	4001	0	0	136	-1	2,-1,30|1,-1,10000	115	117	-1	120	1	0
117	成长奖励	主角等级达到137级	4001	0	0	137	-1	2,-1,30|1,-1,10000	116	118	-1	120	1	0
118	成长奖励	主角等级达到138级	4001	0	0	138	-1	2,-1,30|1,-1,10000	117	119	-1	120	1	0
119	成长奖励	主角等级达到139级	4001	0	0	139	-1	2,-1,30|1,-1,10000	118	120	-1	120	1	0
120	成长奖励	主角等级达到140级	4001	0	0	140	-1	2,-1,30|1,-1,10000	119	121	-1	120	1	0
121	成长奖励	主角等级达到141级	4001	0	0	141	-1	2,-1,30|1,-1,10000	120	122	-1	120	1	0
122	成长奖励	主角等级达到142级	4001	0	0	142	-1	2,-1,30|1,-1,10000	121	123	-1	120	1	0
123	成长奖励	主角等级达到143级	4001	0	0	143	-1	2,-1,30|1,-1,10000	122	124	-1	120	1	0
124	成长奖励	主角等级达到144级	4001	0	0	144	-1	2,-1,30|1,-1,10000	123	125	-1	120	1	0
125	成长奖励	主角等级达到145级	4001	0	0	145	-1	2,-1,30|1,-1,10000	124	126	-1	120	1	0
126	成长奖励	主角等级达到146级	4001	0	0	146	-1	2,-1,30|1,-1,10000	125	127	-1	120	1	0
127	成长奖励	主角等级达到147级	4001	0	0	147	-1	2,-1,30|1,-1,10000	126	128	-1	120	1	0
128	成长奖励	主角等级达到148级	4001	0	0	148	-1	2,-1,30|1,-1,10000	127	129	-1	120	1	0
129	成长奖励	主角等级达到149级	4001	0	0	149	-1	2,-1,30|1,-1,10000	128	130	-1	120	1	0
130	成长奖励	主角等级达到150级	4001	0	0	150	-1	2,-1,30|1,-1,10000	129	-1	-1	120	1	0
131	奋勇作战	通关主线关卡1-3	3031	1	3	1	-1	1,-1,2000|6,229,5	-1	132	1	301	1	0
132	奋勇作战	通关主线关卡2-2	3031	1	5	1	-1	1,-1,2000|6,229,5	131	133	1	302	1	0
133	奋勇作战	通关主线关卡2-5	3031	1	8	1	-1	1,-1,2000|6,229,5	132	134	1	303	1	0
134	奋勇作战	通关主线关卡2-8	3031	1	11	1	-1	1,-1,2000|6,229,5	133	135	1	304	1	0
135	奋勇作战	通关主线关卡3-2	3031	1	13	1	-1	1,-1,2500|6,229,5	134	136	1	305	1	0
136	奋勇作战	通关主线关卡3-5	3031	1	16	1	-1	1,-1,2500|6,229,5	135	137	1	306	1	0
137	奋勇作战	通关主线关卡3-8	3031	1	19	1	-1	1,-1,2500|6,229,5	136	138	1	307	1	0
138	奋勇作战	通关主线关卡4-2	3031	1	21	1	-1	1,-1,3000|6,229,5	137	139	1	308	1	0
139	奋勇作战	通关主线关卡4-5	3031	1	24	1	-1	1,-1,3000|6,229,5	138	140	1	309	1	0
140	奋勇作战	通关主线关卡4-8	3031	1	27	1	-1	1,-1,3000|6,229,5	139	141	1	310	1	0
141	奋勇作战	通关主线关卡5-4	3031	1	31	1	-1	1,-1,3500|6,229,5	140	142	1	311	1	0
142	奋勇作战	通关主线关卡5-7	3031	1	34	1	-1	1,-1,3500|6,229,5	141	143	1	312	1	0
143	奋勇作战	通关主线关卡5-10	3031	1	37	1	-1	1,-1,3500|6,229,5	142	144	1	313	1	0
144	奋勇作战	通关主线关卡6-4	3031	1	41	1	-1	1,-1,4000|6,229,5	143	145	1	314	1	0
145	奋勇作战	通关主线关卡6-7	3031	1	44	1	-1	1,-1,4000|6,229,5	144	146	1	315	1	0
146	奋勇作战	通关主线关卡6-10	3031	1	47	1	-1	1,-1,4000|6,229,5	145	147	1	316	1	0
147	奋勇作战	通关主线关卡7-4	3031	1	51	1	-1	1,-1,5000|6,230,5	146	148	1	317	1	0
148	奋勇作战	通关主线关卡7-7	3031	1	54	1	-1	1,-1,5000|6,230,5	147	149	1	318	1	0
149	奋勇作战	通关主线关卡7-10	3031	1	57	1	-1	1,-1,5000|6,230,5	148	150	1	319	1	0
150	奋勇作战	通关主线关卡8-4	3031	1	61	1	-1	1,-1,7000|6,230,5	149	151	1	320	1	0
151	奋勇作战	通关主线关卡8-7	3031	1	64	1	-1	1,-1,7000|6,230,5	150	152	1	321	1	0
152	奋勇作战	通关主线关卡8-10	3031	1	67	1	-1	1,-1,7000|6,230,5	151	153	1	322	1	0
153	奋勇作战	通关主线关卡9-4	3031	1	71	1	-1	1,-1,9000|6,230,5	152	154	1	323	1	0
154	奋勇作战	通关主线关卡9-7	3031	1	74	1	-1	1,-1,9000|6,230,5	153	155	1	324	1	0
155	奋勇作战	通关主线关卡9-10	3031	1	77	1	-1	1,-1,9000|6,230,5	154	156	1	325	1	0
156	奋勇作战	通关主线关卡10-4	3031	1	81	1	-1	1,-1,11000|6,230,5	155	157	1	326	1	0
157	奋勇作战	通关主线关卡10-7	3031	1	84	1	-1	1,-1,11000|6,230,5	156	158	1	327	1	0
158	奋勇作战	通关主线关卡10-10	3031	1	87	1	-1	1,-1,11000|6,230,5	157	159	1	328	1	0
159	奋勇作战	通关主线关卡11-4	3031	1	91	1	-1	1,-1,13000|6,230,5	158	160	1	329	1	0
160	奋勇作战	通关主线关卡11-7	3031	1	94	1	-1	1,-1,13000|6,230,5	159	161	1	330	1	0
161	奋勇作战	通关主线关卡11-10	3031	1	97	1	-1	1,-1,13000|6,230,5	160	162	1	331	1	0
162	奋勇作战	通关主线关卡12-4	3031	1	101	1	-1	1,-1,15000|6,231,5	161	163	1	332	1	0
163	奋勇作战	通关主线关卡12-7	3031	1	104	1	-1	1,-1,15000|6,231,5	162	164	1	333	1	0
164	奋勇作战	通关主线关卡12-10	3031	1	107	1	-1	1,-1,15000|6,231,5	163	165	1	334	1	0
165	奋勇作战	通关主线关卡13-4	3031	1	111	1	-1	1,-1,17000|6,231,5	164	166	1	335	1	0
166	奋勇作战	通关主线关卡13-7	3031	1	114	1	-1	1,-1,17000|6,231,5	165	167	1	336	1	0
167	奋勇作战	通关主线关卡13-10	3031	1	117	1	-1	1,-1,17000|6,231,5	166	168	1	337	1	0
168	奋勇作战	通关主线关卡14-4	3031	1	121	1	-1	1,-1,19000|6,231,5	167	169	1	338	1	0
169	奋勇作战	通关主线关卡14-7	3031	1	124	1	-1	1,-1,19000|6,231,5	168	170	1	339	1	0
170	奋勇作战	通关主线关卡14-10	3031	1	127	1	-1	1,-1,19000|6,231,5	169	171	1	340	1	0
171	奋勇作战	通关主线关卡15-4	3031	1	131	1	-1	1,-1,21000|6,231,5	170	172	1	341	1	0
172	奋勇作战	通关主线关卡15-7	3031	1	134	1	-1	1,-1,21000|6,231,5	171	173	1	342	1	0
173	奋勇作战	通关主线关卡15-10	3031	1	137	1	-1	1,-1,21000|6,231,5	172	174	1	343	1	0
174	奋勇作战	通关主线关卡16-4	3031	1	141	1	-1	1,-1,23000|6,231,5	173	175	1	344	1	0
175	奋勇作战	通关主线关卡16-7	3031	1	144	1	-1	1,-1,23000|6,231,5	174	176	1	345	1	0
176	奋勇作战	通关主线关卡16-10	3031	1	147	1	-1	1,-1,23000|6,231,5	175	177	1	346	1	0
177	奋勇作战	通关主线关卡17-4	3031	1	151	1	-1	1,-1,25000|6,232,5	176	178	1	347	1	0
178	奋勇作战	通关主线关卡17-7	3031	1	154	1	-1	1,-1,25000|6,232,5	177	179	1	348	1	0
179	奋勇作战	通关主线关卡17-10	3031	1	157	1	-1	1,-1,25000|6,232,5	178	180	1	349	1	0
180	奋勇作战	通关主线关卡18-4	3031	1	161	1	-1	1,-1,27000|6,232,5	179	181	1	350	1	0
181	奋勇作战	通关主线关卡18-7	3031	1	164	1	-1	1,-1,27000|6,232,5	180	182	1	351	1	0
182	奋勇作战	通关主线关卡18-10	3031	1	167	1	-1	1,-1,27000|6,232,5	181	183	1	352	1	0
183	奋勇作战	通关主线关卡19-4	3031	1	171	1	-1	1,-1,29000|6,232,5	182	184	1	353	1	0
184	奋勇作战	通关主线关卡19-7	3031	1	174	1	-1	1,-1,29000|6,232,5	183	185	1	354	1	0
185	奋勇作战	通关主线关卡19-10	3031	1	177	1	-1	1,-1,29000|6,232,5	184	186	1	355	1	0
186	奋勇作战	通关主线关卡20-4	3031	1	181	1	-1	1,-1,31000|6,232,5	185	187	1	356	1	0
187	奋勇作战	通关主线关卡20-7	3031	1	184	1	-1	1,-1,31000|6,232,5	186	188	1	357	1	0
188	奋勇作战	通关主线关卡20-10	3031	1	187	1	-1	1,-1,31000|6,232,5	187	189	1	358	1	0
189	奋勇作战	通关主线关卡21-4	3031	1	191	1	-1	1,-1,33000|6,232,5	188	190	1	359	1	0
190	奋勇作战	通关主线关卡21-7	3031	1	194	1	-1	1,-1,33000|6,232,5	189	191	1	360	1	0
191	奋勇作战	通关主线关卡21-10	3031	1	197	1	-1	1,-1,33000|6,232,5	190	-1	1	361	1	0
192	增强实力	1个数码兽升至绿色品质	3002	0	25	1	1	1,-1,3000|6,68,3	-1	193	1	286	1	0
193	增强实力	3个数码兽升至绿色品质	3002	0	25	1	3	1,-1,3000|6,68,3	192	194	1	286	1	0
194	增强实力	6个数码兽升至绿色品质	3002	0	25	1	6	1,-1,3000|6,68,3	193	195	1	286	1	0
195	增强实力	1个数码兽升至绿色+1品质	3002	0	25	2	1	1,-1,3000|6,68,3	194	196	1	286	1	0
196	增强实力	3个数码兽升至绿色+1品质	3002	0	25	2	3	1,-1,3000|6,68,3	195	197	1	286	1	0
197	增强实力	6个数码兽升至绿色+1品质	3002	0	25	2	6	1,-1,3000|6,68,3	196	198	1	286	1	0
198	增强实力	1个数码兽升至绿色+2品质	3002	0	25	3	1	1,-1,3000|6,68,3	197	199	1	286	1	0
199	增强实力	3个数码兽升至绿色+2品质	3002	0	25	3	3	1,-1,3000|6,68,3	198	200	1	286	1	0
200	增强实力	6个数码兽升至绿色+2品质	3002	0	25	3	6	1,-1,3000|6,68,3	199	201	1	286	1	0
201	增强实力	1个数码兽升至蓝色品质	3002	0	25	4	1	1,-1,3000|6,68,3	200	202	1	286	1	0
202	增强实力	3个数码兽升至蓝色品质	3002	0	25	4	3	1,-1,3000|6,68,3	201	203	1	286	1	0
203	增强实力	6个数码兽升至蓝色品质	3002	0	25	4	6	1,-1,3000|6,68,3	202	204	1	286	1	0
204	增强实力	1个数码兽升至蓝色+1品质	3002	0	25	5	1	1,-1,3000|6,68,3	203	205	1	286	1	0
205	增强实力	3个数码兽升至蓝色+1品质	3002	0	25	5	3	1,-1,3000|6,68,3	204	206	1	286	1	0
206	增强实力	6个数码兽升至蓝色+1品质	3002	0	25	5	6	1,-1,3000|6,68,3	205	207	1	286	1	0
207	增强实力	1个数码兽升至蓝色+2品质	3002	0	25	6	1	1,-1,3000|6,68,3	206	208	1	286	1	0
208	增强实力	3个数码兽升至蓝色+2品质	3002	0	25	6	3	1,-1,3000|6,68,3	207	209	1	286	1	0
209	增强实力	6个数码兽升至蓝色+2品质	3002	0	25	6	6	1,-1,3000|6,68,3	208	210	1	286	1	0
210	增强实力	1个数码兽升至蓝色+3品质	3002	0	25	7	1	1,-1,3000|6,68,3	209	211	1	286	1	0
211	增强实力	3个数码兽升至蓝色+3品质	3002	0	25	7	3	1,-1,3000|6,68,3	210	212	1	286	1	0
212	增强实力	6个数码兽升至蓝色+3品质	3002	0	25	7	6	1,-1,3000|6,68,3	211	213	1	286	1	0
213	增强实力	1个数码兽升至紫色品质	3002	0	25	8	1	1,-1,3000|6,68,3	212	214	1	286	1	0
214	增强实力	3个数码兽升至紫色品质	3002	0	25	8	3	1,-1,3000|6,68,3	213	215	1	286	1	0
215	增强实力	6个数码兽升至紫色品质	3002	0	25	8	6	1,-1,3000|6,68,3	214	216	1	286	1	0
216	增强实力	1个数码兽升至紫色+1品质	3002	0	25	9	1	1,-1,3000|6,68,3	215	217	1	286	1	0
217	增强实力	3个数码兽升至紫色+1品质	3002	0	25	9	3	1,-1,3000|6,68,3	216	218	1	286	1	0
218	增强实力	6个数码兽升至紫色+1品质	3002	0	25	9	6	1,-1,3000|6,68,3	217	219	1	286	1	0
219	增强实力	1个数码兽升至紫色+2品质	3002	0	25	10	1	1,-1,3000|6,68,3	218	220	1	286	1	0
220	增强实力	3个数码兽升至紫色+2品质	3002	0	25	10	3	1,-1,3000|6,68,3	219	221	1	286	1	0
221	增强实力	6个数码兽升至紫色+2品质	3002	0	25	10	6	1,-1,3000|6,68,3	220	222	1	286	1	0
222	增强实力	1个数码兽升至紫色+3品质	3002	0	25	11	1	1,-1,3000|6,68,3	221	223	1	286	1	0
223	增强实力	3个数码兽升至紫色+3品质	3002	0	25	11	3	1,-1,3000|6,68,3	222	224	1	286	1	0
224	增强实力	6个数码兽升至紫色+3品质	3002	0	25	11	6	1,-1,3000|6,68,3	223	225	1	286	1	0
225	增强实力	1个数码兽升至紫色+4品质	3002	0	25	12	1	1,-1,3000|6,68,3	224	226	1	286	1	0
226	增强实力	3个数码兽升至紫色+4品质	3002	0	25	12	3	1,-1,3000|6,68,3	225	227	1	286	1	0
227	增强实力	6个数码兽升至紫色+4品质	3002	0	25	12	6	1,-1,3000|6,68,3	226	228	1	286	1	0
228	增强实力	1个数码兽升至橙色品质	3002	0	25	13	1	1,-1,3000|6,68,3	227	229	1	286	1	0
229	增强实力	3个数码兽升至橙色品质	3002	0	25	13	3	1,-1,3000|6,68,3	228	230	1	286	1	0
230	增强实力	6个数码兽升至橙色品质	3002	0	25	13	6	1,-1,3000|6,68,3	229	231	1	286	1	0
231	增强实力	1个数码兽升至橙色+1品质	3002	0	25	14	1	1,-1,3000|6,68,3	230	232	1	286	1	0
232	增强实力	3个数码兽升至橙色+1品质	3002	0	25	14	3	1,-1,3000|6,68,3	231	233	1	286	1	0
233	增强实力	6个数码兽升至橙色+1品质	3002	0	25	14	6	1,-1,3000|6,68,3	232	234	1	286	1	0
234	增强实力	1个数码兽升至橙色+2品质	3002	0	25	15	1	1,-1,3000|6,68,3	233	235	1	286	1	0
235	增强实力	3个数码兽升至橙色+2品质	3002	0	25	15	3	1,-1,3000|6,68,3	234	236	1	286	1	0
236	增强实力	6个数码兽升至橙色+2品质	3002	0	25	15	6	1,-1,3000|6,68,3	235	237	1	286	1	0
237	增强实力	1个数码兽升至橙色+3品质	3002	0	25	16	1	1,-1,3000|6,68,3	236	238	1	286	1	0
238	增强实力	3个数码兽升至橙色+3品质	3002	0	25	16	3	1,-1,3000|6,68,3	237	239	1	286	1	0
239	增强实力	6个数码兽升至橙色+3品质	3002	0	25	16	6	1,-1,3000|6,68,3	238	240	1	286	1	0
240	增强实力	1个数码兽升至橙色+4品质	3002	0	25	17	1	1,-1,3000|6,68,3	239	241	1	286	1	0
241	增强实力	3个数码兽升至橙色+4品质	3002	0	25	17	3	1,-1,3000|6,68,3	240	242	1	286	1	0
242	增强实力	6个数码兽升至橙色+4品质	3002	0	25	17	6	1,-1,3000|6,68,3	241	-1	1	286	1	0
243	数码达人	拥有3个数码兽	3031	0	26	3	-1	1,-1,3000|6,230,10	-1	244	1	291	1	0
