56	6,88,20	1,-1,216000	1	2800	1	55,79	8
57	6,89,20	1,-1,216000	1	2800	1	55,79	8
58	6,90,20	1,-1,240000	1	2800	1	65,89	8
59	6,91,20	1,-1,240000	1	2800	1	65,89	8
60	6,92,20	1,-1,240000	1	2800	1	65,89	8
61	6,93,20	1,-1,264000	1	2800	1	75,99	8
62	6,94,20	1,-1,264000	1	2800	1	75,99	8
63	6,95,20	1,-1,264000	1	2800	1	75,99	8
64	6,96,20	1,-1,320000	1	2800	1	80,109	8
65	6,97,20	1,-1,320000	1	2800	1	80,109	8
66	6,98,20	1,-1,320000	1	2800	1	80,109	8
67	6,99,20	1,-1,352000	1	2800	1	85,109	8
68	6,100,20	1,-1,352000	1	2800	1	85,109	8
69	6,101,20	1,-1,352000	1	2800	1	85,109	8
70	6,102,20	1,-1,368000	1	2800	1	90,109	8
71	6,103,20	1,-1,368000	1	2800	1	90,109	8
72	6,104,20	1,-1,368000	1	2800	1	90,109	8
73	6,69,30	1,-1,180000	1	2800	1	1,24	8
74	6,70,30	1,-1,180000	1	2800	1	1,24	8
75	6,71,30	1,-1,180000	1	2800	1	1,24	8
76	6,72,30	1,-1,180000	1	2800	1	16,34	8
77	6,73,30	1,-1,180000	1	2800	1	16,34	8
78	6,74,30	1,-1,180000	1	2800	1	16,34	8
79	6,75,30	1,-1,180000	1	2800	1	20,44	8
80	6,76,30	1,-1,180000	1	2800	1	20,44	8
81	6,77,30	1,-1,180000	1	2800	1	20,44	8
82	6,78,30	1,-1,216000	1	2800	1	22,49	8
83	6,79,30	1,-1,216000	1	2800	1	22,49	8
84	6,80,30	1,-1,216000	1	2800	1	22,49	8
85	6,81,30	1,-1,252000	1	2800	1	35,54	8
86	6,82,30	1,-1,252000	1	2800	1	35,54	8
87	6,83,30	1,-1,252000	1	2800	1	35,54	8
88	6,84,30	1,-1,288000	1	2800	1	45,69	8
89	6,85,30	1,-1,288000	1	2800	1	45,69	8
90	6,86,30	1,-1,288000	1	2800	1	45,69	8
91	6,87,30	1,-1,324000	1	2800	1	55,79	8
92	6,88,30	1,-1,324000	1	2800	1	55,79	8
93	6,89,30	1,-1,324000	1	2800	1	55,79	8
94	6,90,30	1,-1,360000	1	2800	1	65,89	8
95	6,91,30	1,-1,360000	1	2800	1	65,89	8
96	6,92,30	1,-1,360000	1	2800	1	65,89	8
97	6,93,30	1,-1,396000	1	2800	1	75,99	8
98	6,94,30	1,-1,396000	1	2800	1	75,99	8
99	6,95,30	1,-1,396000	1	2800	1	75,99	8
100	6,96,30	1,-1,480000	1	2800	1	80,109	8
101	6,97,30	1,-1,480000	1	2800	1	80,109	8
102	6,98,30	1,-1,480000	1	2800	1	80,109	8
103	6,99,30	1,-1,528000	1	2800	1	85,109	8
104	6,100,30	1,-1,528000	1	2800	1	85,109	8
105	6,101,30	1,-1,528000	1	2800	1	85,109	8
106	6,102,30	1,-1,552000	1	2800	1	90,109	8
107	6,103,30	1,-1,552000	1	2800	1	90,109	8
108	6,104,30	1,-1,552000	1	2800	1	90,109	8
109	6,93,40	1,-1,528000	1	2800	1	75,99	8
110	6,94,40	1,-1,528000	1	2800	1	75,99	8
111	6,95,40	1,-1,528000	1	2800	1	75,99	8
112	6,96,40	1,-1,640000	1	2800	1	80,109	8
113	6,97,40	1,-1,640000	1	2800	1	80,109	8
114	6,98,40	1,-1,640000	1	2800	1	80,109	8
115	6,99,40	1,-1,704000	1	2800	1	85,109	8
116	6,100,40	1,-1,704000	1	2800	1	85,109	8
117	6,101,40	1,-1,704000	1	2800	1	85,109	8
118	6,102,40	1,-1,736000	1	2800	1	90,109	8
119	6,103,40	1,-1,736000	1	2800	1	90,109	8
120	6,104,40	1,-1,736000	1	2800	1	90,109	8
121	6,96,50	1,-1,800000	1	2800	1	80,109	8
122	6,97,50	1,-1,800000	1	2800	1	80,109	8
123	6,98,50	1,-1,800000	1	2800	1	80,109	8
124	6,99,50	1,-1,880000	1	2800	1	85,109	8
125	6,100,50	1,-1,880000	1	2800	1	85,109	8
126	6,101,50	1,-1,880000	1	2800	1	85,109	8
127	6,102,50	1,-1,920000	1	2800	1	90,109	8
128	6,103,50	1,-1,920000	1	2800	1	90,109	8
129	6,104,50	1,-1,920000	1	2800	1	90,109	8
130	6,99,60	1,-1,1056000	1	2800	1	85,109	8
131	6,100,60	1,-1,1056000	1	2800	1	85,109	8
132	6,101,60	1,-1,1056000	1	2800	1	85,109	8
133	6,102,60	1,-1,1104000	1	2800	1	90,109	8
134	6,103,60	1,-1,1104000	1	2800	1	90,109	8
135	6,104,60	1,-1,1104000	1	2800	1	90,109	8
136	6,102,70	1,-1,1288000	1	2800	1	90,109	8
137	6,103,70	1,-1,1288000	1	2800	1	90,109	8
138	6,104,70	1,-1,1288000	1	2800	1	90,109	8
139	6,69,10	1,-1,15000	1	1200	1	1,24	2
140	6,70,10	1,-1,15000	1	1200	1	1,24	2
141	6,71,10	1,-1,15000	1	1200	1	1,24	2
142	6,72,10	1,-1,15000	1	1200	1	16,34	2
143	6,73,10	1,-1,15000	1	1200	1	16,34	2
144	6,74,10	1,-1,15000	1	1200	1	16,34	2
145	6,75,10	1,-1,15000	1	1200	1	20,44	2
146	6,76,10	1,-1,15000	1	1200	1	20,44	2
147	6,77,10	1,-1,15000	1	1200	1	20,44	2
148	6,78,10	1,-1,18000	1	1200	1	22,49	2
149	6,79,10	1,-1,18000	1	1200	1	22,49	2
150	6,80,10	1,-1,18000	1	1200	1	22,49	2
151	6,81,10	1,-1,21000	1	1200	1	35,54	2
152	6,82,10	1,-1,21000	1	1200	1	35,54	2
153	6,83,10	1,-1,21000	1	1200	1	35,54	2
154	6,84,10	1,-1,24000	1	1200	1	45,69	2
155	6,85,10	1,-1,24000	1	1200	1	45,69	2
156	6,86,10	1,-1,24000	1	1200	1	45,69	2
157	6,87,10	1,-1,27000	1	1200	1	55,79	2
158	6,88,10	1,-1,27000	1	1200	1	55,79	2
159	6,89,10	1,-1,27000	1	1200	1	55,79	2
160	6,90,10	1,-1,30000	1	1200	1	65,89	2
161	6,91,10	1,-1,30000	1	1200	1	65,89	2
162	6,92,10	1,-1,30000	1	1200	1	65,89	2
163	6,93,10	1,-1,33000	1	1200	1	75,99	2
164	6,94,10	1,-1,33000	1	1200	1	75,99	2
165	6,95,10	1,-1,33000	1	1200	1	75,99	2
166	6,96,10	1,-1,40000	1	1200	1	80,109	2
167	6,97,10	1,-1,40000	1	1200	1	80,109	2
168	6,98,10	1,-1,40000	1	1200	1	80,109	2
169	6,99,10	1,-1,44000	1	1200	1	85,109	2
170	6,100,10	1,-1,44000	1	1200	1	85,109	2
171	6,101,10	1,-1,44000	1	1200	1	85,109	2
172	6,102,10	1,-1,46000	1	1200	1	90,109	2
173	6,103,10	1,-1,46000	1	1200	1	90,109	2
174	6,104,10	1,-1,46000	1	1200	1	90,109	2
175	6,69,20	1,-1,30000	1	1200	1	1,24	2
176	6,70,20	1,-1,30000	1	1200	1	1,24	2
177	6,71,20	1,-1,30000	1	1200	1	1,24	2
178	6,72,20	1,-1,30000	1	1200	1	16,34	2
179	6,73,20	1,-1,30000	1	1200	1	16,34	2
180	6,74,20	1,-1,30000	1	1200	1	16,34	2
181	6,75,20	1,-1,30000	1	1200	1	20,44	2
182	6,76,20	1,-1,30000	1	1200	1	20,44	2
183	6,77,20	1,-1,30000	1	1200	1	20,44	2
184	6,78,20	1,-1,36000	1	1200	1	22,49	2
185	6,79,20	1,-1,36000	1	1200	1	22,49	2
186	6,80,20	1,-1,36000	1	1200	1	22,49	2
187	6,81,20	1,-1,42000	1	1200	1	35,54	2
188	6,82,20	1,-1,42000	1	1200	1	35,54	2
189	6,83,20	1,-1,42000	1	1200	1	35,54	2
190	6,84,20	1,-1,48000	1	1200	1	45,69	2
191	6,85,20	1,-1,48000	1	1200	1	45,69	2
192	6,86,20	1,-1,48000	1	1200	1	45,69	2
193	6,87,20	1,-1,54000	1	1200	1	55,79	2
194	6,88,20	1,-1,54000	1	1200	1	55,79	2
195	6,89,20	1,-1,54000	1	1200	1	55,79	2
196	6,90,20	1,-1,60000	1	1200	1	65,89	2
197	6,91,20	1,-1,60000	1	1200	1	65,89	2
198	6,92,20	1,-1,60000	1	1200	1	65,89	2
199	6,93,20	1,-1,66000	1	1200	1	75,99	2
200	6,94,20	1,-1,66000	1	1200	1	75,99	2
201	6,95,20	1,-1,66000	1	1200	1	75,99	2
202	6,96,20	1,-1,80000	1	1200	1	80,109	2
203	6,97,20	1,-1,80000	1	1200	1	80,109	2
204	6,98,20	1,-1,80000	1	1200	1	80,109	2
205	6,99,20	1,-1,88000	1	1200	1	85,109	2
206	6,100,20	1,-1,88000	1	1200	1	85,109	2
207	6,101,20	1,-1,88000	1	1200	1	85,109	2
208	6,102,20	1,-1,92000	1	1200	1	90,109	2
209	6,103,20	1,-1,92000	1	1200	1	90,109	2
210	6,104,20	1,-1,92000	1	1200	1	90,109	2
211	6,69,30	1,-1,45000	1	1200	1	1,24	2
212	6,70,30	1,-1,45000	1	1200	1	1,24	2
213	6,71,30	1,-1,45000	1	1200	1	1,24	2
214	6,72,30	1,-1,45000	1	1200	1	16,34	2
215	6,73,30	1,-1,45000	1	1200	1	16,34	2
216	6,74,30	1,-1,45000	1	1200	1	16,34	2
217	6,75,30	1,-1,45000	1	1200	1	20,44	2
218	6,76,30	1,-1,45000	1	1200	1	20,44	2
219	6,77,30	1,-1,45000	1	1200	1	20,44	2
220	6,78,30	1,-1,54000	1	1200	1	22,49	2
221	6,79,30	1,-1,54000	1	1200	1	22,49	2
222	6,80,30	1,-1,54000	1	1200	1	22,49	2
223	6,81,30	1,-1,63000	1	1200	1	35,54	2
224	6,82,30	1,-1,63000	1	1200	1	35,54	2
225	6,83,30	1,-1,63000	1	1200	1	35,54	2
226	6,84,30	1,-1,72000	1	1200	1	45,69	2
227	6,85,30	1,-1,72000	1	1200	1	45,69	2
228	6,86,30	1,-1,72000	1	1200	1	45,69	2
229	6,87,30	1,-1,81000	1	1200	1	55,79	2
230	6,88,30	1,-1,81000	1	1200	1	55,79	2
231	6,89,30	1,-1,81000	1	1200	1	55,79	2
232	6,90,30	1,-1,90000	1	1200	1	65,89	2
233	6,91,30	1,-1,90000	1	1200	1	65,89	2
234	6,92,30	1,-1,90000	1	1200	1	65,89	2
235	6,93,30	1,-1,99000	1	1200	1	75,99	2
236	6,94,30	1,-1,99000	1	1200	1	75,99	2
237	6,95,30	1,-1,99000	1	1200	1	75,99	2
238	6,96,30	1,-1,120000	1	1200	1	80,109	2
239	6,97,30	1,-1,120000	1	1200	1	80,109	2
240	6,98,30	1,-1,120000	1	1200	1	80,109	2
241	6,99,30	1,-1,132000	1	1200	1	85,109	2
242	6,100,30	1,-1,132000	1	1200	1	85,109	2
243	6,101,30	1,-1,132000	1	1200	1	85,109	2
244	6,102,30	1,-1,138000	1	1200	1	90,109	2
245	6,103,30	1,-1,138000	1	1200	1	90,109	2
246	6,104,30	1,-1,138000	1	1200	1	90,109	2
247	6,93,40	1,-1,132000	1	1200	1	75,99	2
248	6,94,40	1,-1,132000	1	1200	1	75,99	2
249	6,95,40	1,-1,132000	1	1200	1	75,99	2
250	6,96,40	1,-1,160000	1	1200	1	80,109	2
251	6,97,40	1,-1,160000	1	1200	1	80,109	2
252	6,98,40	1,-1,160000	1	1200	1	80,109	2
253	6,99,40	1,-1,176000	1	1200	1	85,109	2
254	6,100,40	1,-1,176000	1	1200	1	85,109	2
255	6,101,40	1,-1,176000	1	1200	1	85,109	2
256	6,102,40	1,-1,184000	1	1200	1	90,109	2
257	6,103,40	1,-1,184000	1	1200	1	90,109	2
258	6,104,40	1,-1,184000	1	1200	1	90,109	2
259	6,96,50	1,-1,200000	1	1200	1	80,109	2
260	6,97,50	1,-1,200000	1	1200	1	80,109	2
261	6,98,50	1,-1,200000	1	1200	1	80,109	2
262	6,99,50	1,-1,220000	1	1200	1	85,109	2
263	6,100,50	1,-1,220000	1	1200	1	85,109	2
264	6,101,50	1,-1,220000	1	1200	1	85,109	2
265	6,102,50	1,-1,230000	1	1200	1	90,109	2
266	6,103,50	1,-1,230000	1	1200	1	90,109	2
267	6,104,50	1,-1,230000	1	1200	1	90,109	2
268	6,99,60	1,-1,264000	1	1200	1	85,109	2
269	6,100,60	1,-1,264000	1	1200	1	85,109	2
270	6,101,60	1,-1,264000	1	1200	1	85,109	2
271	6,102,60	1,-1,276000	1	1200	1	90,109	2
272	6,103,60	1,-1,276000	1	1200	1	90,109	2
273	6,104,60	1,-1,276000	1	1200	1	90,109	2
274	6,102,70	1,-1,322000	1	1200	1	90,109	2
275	6,103,70	1,-1,322000	1	1200	1	90,109	2
276	6,104,70	1,-1,322000	1	1200	1	90,109	2
277	6,262,8	1,-1,120000	1	4200	1	1,999	-1
278	6,265,8	1,-1,120000	1	4200	1	1,999	-1
279	6,268,8	1,-1,120000	1	4200	1	1,999	-1
280	6,271,8	1,-1,120000	1	4200	1	1,999	-1
281	6,274,8	1,-1,120000	1	4200	1	1,999	-1
282	6,277,8	1,-1,120000	1	4200	1	1,999	-1
283	6,280,8	1,-1,120000	1	4200	1	1,999	-1
284	6,283,8	1,-1,120000	1	4200	1	1,999	-1
285	6,286,8	1,-1,120000	1	4200	1	1,999	-1
286	6,289,8	1,-1,120000	1	4200	1	1,999	-1
287	6,292,8	1,-1,120000	1	4200	1	1,999	-1
288	6,295,8	1,-1,120000	1	4200	1	1,999	-1
289	6,298,8	1,-1,120000	1	4200	1	1,999	-1
290	6,301,8	1,-1,120000	1	4200	1	1,999	-1
291	6,304,8	1,-1,120000	1	4200	1	1,999	-1
292	6,307,8	1,-1,120000	1	4200	1	1,999	-1
293	6,310,8	1,-1,120000	1	4200	1	1,999	-1
294	6,313,8	1,-1,120000	1	4200	1	1,999	-1
295	6,316,8	1,-1,120000	1	4200	1	1,999	-1
296	6,262,8	1,-1,96000	1	1560	1	1,999	8
297	6,265,8	1,-1,96000	1	1560	1	1,999	8
298	6,268,8	1,-1,96000	1	1560	1	1,999	8
299	6,271,8	1,-1,96000	1	1560	1	1,999	8
300	6,274,8	1,-1,96000	1	1560	1	1,999	8
301	6,277,8	1,-1,96000	1	1560	1	1,999	8
302	6,280,8	1,-1,96000	1	1560	1	1,999	8
303	6,283,8	1,-1,96000	1	1560	1	1,999	8
304	6,286,8	1,-1,96000	1	1560	1	1,999	8
305	6,289,8	1,-1,96000	1	1560	1	1,999	8
306	6,292,8	1,-1,96000	1	1560	1	1,999	8
307	6,295,8	1,-1,96000	1	1560	1	1,999	8
308	6,298,8	1,-1,96000	1	1560	1	1,999	8
309	6,301,8	1,-1,96000	1	1560	1	1,999	8
310	6,304,8	1,-1,96000	1	1560	1	1,999	8
311	6,307,8	1,-1,96000	1	1560	1	1,999	8
312	6,310,8	1,-1,96000	1	1560	1	1,999	8
313	6,313,8	1,-1,96000	1	1560	1	1,999	8
314	6,316,8	1,-1,96000	1	1560	1	1,999	8
315	6,262,8	1,-1,24000	1	240	1	1,999	2
316	6,265,8	1,-1,24000	1	240	1	1,999	2
317	6,268,8	1,-1,24000	1	240	1	1,999	2
318	6,271,8	1,-1,24000	1	240	1	1,999	2
319	6,274,8	1,-1,24000	1	240	1	1,999	2
320	6,277,8	1,-1,24000	1	240	1	1,999	2
321	6,280,8	1,-1,24000	1	240	1	1,999	2
322	6,283,8	1,-1,24000	1	240	1	1,999	2
323	6,286,8	1,-1,24000	1	240	1	1,999	2
324	6,289,8	1,-1,24000	1	240	1	1,999	2
325	6,292,8	1,-1,24000	1	240	1	1,999	2
326	6,295,8	1,-1,24000	1	240	1	1,999	2
327	6,298,8	1,-1,24000	1	240	1	1,999	2
328	6,301,8	1,-1,24000	1	240	1	1,999	2
329	6,304,8	1,-1,24000	1	240	1	1,999	2
330	6,307,8	1,-1,24000	1	240	1	1,999	2
331	6,310,8	1,-1,24000	1	240	1	1,999	2
332	6,313,8	1,-1,24000	1	240	1	1,999	2
333	6,316,8	1,-1,24000	1	240	1	1,999	2
334	6,14,1	2,-1,80	2	1000	1	1,999	-1
335	6,16,1	2,-1,80	2	1000	1	1,999	-1
336	6,17,1	2,-1,80	2	1000	1	1,999	-1
337	6,25,1	2,-1,80	2	1000	1	1,999	-1
338	6,26,1	2,-1,80	2	1000	1	1,999	-1
339	6,34,1	2,-1,80	2	1000	1	1,999	-1
340	6,36,1	2,-1,80	2	1000	1	1,999	-1
341	6,38,1	2,-1,80	2	1000	1	1,999	-1
342	6,14,2	2,-1,160	2	1000	1	1,999	-1
343	6,16,2	2,-1,160	2	1000	1	1,999	-1
344	6,17,2	2,-1,160	2	1000	1	1,999	-1
345	6,25,2	2,-1,160	2	1000	1	1,999	-1
346	6,26,2	2,-1,160	2	1000	1	1,999	-1
347	6,34,2	2,-1,160	2	1000	1	1,999	-1
348	6,36,2	2,-1,160	2	1000	1	1,999	-1
349	6,38,2	2,-1,160	2	1000	1	1,999	-1
350	6,14,5	2,-1,400	2	1000	1	1,999	-1
351	6,16,5	2,-1,400	2	1000	1	1,999	-1
352	6,17,5	2,-1,400	2	1000	1	1,999	-1
353	6,25,5	2,-1,400	2	1000	1	1,999	-1
354	6,26,5	2,-1,400	2	1000	1	1,999	-1
355	6,34,5	2,-1,400	2	1000	1	1,999	-1
356	6,36,5	2,-1,400	2	1000	1	1,999	-1
357	6,38,5	2,-1,400	2	1000	1	1,999	-1
358	6,41,1	2,-1,40	3	1000	1	1,999	-1
359	6,42,1	2,-1,40	3	1000	1	1,999	-1
360	6,43,1	2,-1,40	3	1000	1	1,999	-1
361	6,44,1	2,-1,40	3	1000	1	1,999	-1
362	6,45,1	2,-1,40	3	1000	1	1,999	-1
363	6,46,1	2,-1,40	3	1000	1	1,999	-1
364	6,47,1	2,-1,40	3	1000	1	1,999	-1
365	6,48,1	2,-1,40	3	1000	1	1,999	-1
366	6,49,1	2,-1,40	3	1000	1	1,999	-1
367	6,50,1	2,-1,40	3	1000	1	1,999	-1
368	6,51,1	2,-1,40	3	1000	1	1,999	-1
369	6,53,1	2,-1,40	3	1000	1	1,999	-1
370	6,54,1	2,-1,40	3	1000	1	1,999	-1
371	6,55,1	2,-1,40	3	1000	1	1,999	-1
372	6,56,1	2,-1,40	3	1000	1	1,999	-1
373	6,41,2	2,-1,80	3	1000	1	1,999	-1
374	6,42,2	2,-1,80	3	1000	1	1,999	-1
375	6,43,2	2,-1,80	3	1000	1	1,999	-1
376	6,44,2	2,-1,80	3	1000	1	1,999	-1
377	6,45,2	2,-1,80	3	1000	1	1,999	-1
378	6,46,2	2,-1,80	3	1000	1	1,999	-1
379	6,47,2	2,-1,80	3	1000	1	1,999	-1
380	6,48,2	2,-1,80	3	1000	1	1,999	-1
381	6,49,2	2,-1,80	3	1000	1	1,999	-1
382	6,50,2	2,-1,80	3	1000	1	1,999	-1
383	6,51,2	2,-1,80	3	1000	1	1,999	-1
384	6,53,2	2,-1,80	3	1000	1	1,999	-1
385	6,54,2	2,-1,80	3	1000	1	1,999	-1
386	6,55,2	2,-1,80	3	1000	1	1,999	-1
387	6,56,2	2,-1,80	3	1000	1	1,999	-1
388	6,41,5	2,-1,200	3	1000	1	1,999	-1
389	6,42,5	2,-1,200	3	1000	1	1,999	-1
390	6,43,5	2,-1,200	3	1000	1	1,999	-1
391	6,44,5	2,-1,200	3	1000	1	1,999	-1
392	6,45,5	2,-1,200	3	1000	1	1,999	-1
393	6,46,5	2,-1,200	3	1000	1	1,999	-1
394	6,47,5	2,-1,200	3	1000	1	1,999	-1
395	6,48,5	2,-1,200	3	1000	1	1,999	-1
396	6,49,5	2,-1,200	3	1000	1	1,999	-1
397	6,50,5	2,-1,200	3	1000	1	1,999	-1
398	6,51,5	2,-1,200	3	1000	1	1,999	-1
399	6,53,5	2,-1,200	3	1000	1	1,999	-1
400	6,54,5	2,-1,200	3	1000	1	1,999	-1
401	6,55,5	2,-1,200	3	1000	1	1,999	-1
402	6,56,5	2,-1,200	3	1000	1	1,999	-1
403	6,41,1	2,-1,40	4	1000	1	1,999	-1
404	6,42,1	2,-1,40	4	1000	1	1,999	-1
405	6,43,1	2,-1,40	4	1000	1	1,999	-1
406	6,44,1	2,-1,40	4	1000	1	1,999	-1
407	6,45,1	2,-1,40	4	1000	1	1,999	-1
408	6,46,1	2,-1,40	4	1000	1	1,999	-1
409	6,47,1	2,-1,40	4	1000	1	1,999	-1
410	6,48,1	2,-1,40	4	1000	1	1,999	-1
411	6,49,1	2,-1,40	4	1000	1	1,999	-1
412	6,50,1	2,-1,40	4	1000	1	1,999	-1
413	6,51,1	2,-1,40	4	1000	1	1,999	-1
414	6,53,1	2,-1,40	4	1000	1	1,999	-1
415	6,54,1	2,-1,40	4	1000	1	1,999	-1
416	6,55,1	2,-1,40	4	1000	1	1,999	-1
417	6,56,1	2,-1,40	4	1000	1	1,999	-1
418	6,41,2	2,-1,80	4	1000	1	1,999	-1
419	6,42,2	2,-1,80	4	1000	1	1,999	-1
420	6,43,2	2,-1,80	4	1000	1	1,999	-1
421	6,44,2	2,-1,80	4	1000	1	1,999	-1
422	6,45,2	2,-1,80	4	1000	1	1,999	-1
423	6,46,2	2,-1,80	4	1000	1	1,999	-1
424	6,47,2	2,-1,80	4	1000	1	1,999	-1
425	6,48,2	2,-1,80	4	1000	1	1,999	-1
426	6,49,2	2,-1,80	4	1000	1	1,999	-1
427	6,50,2	2,-1,80	4	1000	1	1,999	-1
428	6,51,2	2,-1,80	4	1000	1	1,999	-1
429	6,53,2	2,-1,80	4	1000	1	1,999	-1
430	6,54,2	2,-1,80	4	1000	1	1,999	-1
431	6,55,2	2,-1,80	4	1000	1	1,999	-1
432	6,56,2	2,-1,80	4	1000	1	1,999	-1
433	6,41,5	2,-1,200	4	1000	1	1,999	-1
434	6,42,5	2,-1,200	4	1000	1	1,999	-1
435	6,43,5	2,-1,200	4	1000	1	1,999	-1
436	6,44,5	2,-1,200	4	1000	1	1,999	-1
437	6,45,5	2,-1,200	4	1000	1	1,999	-1
438	6,46,5	2,-1,200	4	1000	1	1,999	-1
439	6,47,5	2,-1,200	4	1000	1	1,999	-1
440	6,48,5	2,-1,200	4	1000	1	1,999	-1
441	6,49,5	2,-1,200	4	1000	1	1,999	-1
442	6,50,5	2,-1,200	4	1000	1	1,999	-1
443	6,51,5	2,-1,200	4	1000	1	1,999	-1
444	6,53,5	2,-1,200	4	1000	1	1,999	-1
445	6,54,5	2,-1,200	4	1000	1	1,999	-1
446	6,55,5	2,-1,200	4	1000	1	1,999	-1
447	6,56,5	2,-1,200	4	1000	1	1,999	-1
448	7,184,1	2,-1,100	5	6000	1	1,999	-1
449	7,185,1	2,-1,200	5	4000	1	1,999	-1
450	7,187,1	2,-1,100	6	6000	1	1,999	-1
451	7,188,1	2,-1,200	6	4000	1	1,999	-1
452	6,262,30	2,-1,300	7	1000	1	1,999	-1
453	6,265,30	2,-1,300	7	1000	1	1,999	-1
454	6,268,30	2,-1,300	7	1000	1	1,999	-1
455	6,271,30	2,-1,300	7	1000	1	1,999	-1
456	6,274,30	2,-1,300	7	1000	1	1,999	-1
457	6,277,30	2,-1,300	7	1000	1	1,999	-1
458	6,280,30	2,-1,300	7	1000	1	1,999	-1
459	6,283,30	2,-1,300	7	1000	1	1,999	-1
460	6,286,30	2,-1,300	7	1000	1	1,999	-1
461	6,289,30	2,-1,300	7	1000	1	1,999	-1
462	6,292,30	2,-1,300	7	1000	1	1,999	-1
463	6,295,30	2,-1,300	7	1000	1	1,999	-1
464	6,298,30	2,-1,300	7	1000	1	1,999	-1
465	6,301,30	2,-1,300	7	1000	1	1,999	-1
466	6,304,30	2,-1,300	7	1000	1	1,999	-1
467	6,307,30	2,-1,300	7	1000	1	1,999	-1
468	6,310,30	2,-1,300	7	1000	1	1,999	-1
469	6,313,30	2,-1,300	7	1000	1	1,999	-1
470	6,316,30	2,-1,300	7	1000	1	1,999	-1
471	6,236,30	2,-1,300	7	1000	1	1,999	-1
472	6,263,30	2,-1,1200	7	1000	1	1,999	-1
473	6,266,30	2,-1,1200	7	1000	1	1,999	-1
474	6,269,30	2,-1,1200	7	1000	1	1,999	-1
475	6,272,30	2,-1,1200	7	1000	1	1,999	-1
476	6,275,30	2,-1,1200	7	1000	1	1,999	-1
477	6,278,30	2,-1,1200	7	1000	1	1,999	-1
478	6,281,30	2,-1,1200	7	1000	1	1,999	-1
479	6,284,30	2,-1,1200	7	1000	1	1,999	-1
480	6,287,30	2,-1,1200	7	1000	1	1,999	-1
481	6,290,30	2,-1,1200	7	1000	1	1,999	-1
482	6,293,30	2,-1,1200	7	1000	1	1,999	-1
