17	200000	68	2000	96	1200	97	400	98	400	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	1
18	250000	68	2500	99	1350	100	450	101	450	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	1
19	300000	68	2500	102	1350	103	450	104	450	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	1
20	350000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	1
21	400000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	1
22	450000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	1
23	500000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	1
24	550000	68	3000	111	1500	112	500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	1
25	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
26	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
27	15000	68	15	72	6	73	3	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
28	20000	68	20	72	12	73	4	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2
29	25000	68	30	75	18	76	6	77	6	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2
30	30000	68	40	78	24	79	8	80	8	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2
31	35000	68	60	78	30	79	10	80	10	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	2
32	40000	68	90	81	45	82	15	83	15	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	2
33	50000	68	120	81	60	82	20	83	20	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	2
34	60000	68	200	84	96	85	32	86	32	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	2
35	80000	68	320	84	144	85	48	86	48	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	2
36	100000	68	400	87	192	88	64	89	64	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	2
37	120000	68	600	87	288	88	96	89	96	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	2
38	140000	68	800	90	384	91	128	92	128	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	2
39	160000	68	1250	90	600	91	200	92	200	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	2
40	180000	68	1600	93	900	94	300	95	300	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	2
41	200000	68	2000	96	1200	97	400	98	400	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	2
42	250000	68	2500	99	1350	100	450	101	450	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	2
43	300000	68	2500	102	1350	103	450	104	450	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	2
44	350000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2
45	400000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2
46	450000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2
47	500000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2
48	550000	68	3000	111	1500	112	500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	2
49	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
50	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
51	15000	68	15	72	6	73	3	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
52	20000	68	20	72	12	73	4	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3
53	25000	68	30	75	18	76	6	77	6	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	3
54	30000	68	40	78	24	79	8	80	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	3
55	35000	68	60	78	30	79	10	80	10	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	3
56	40000	68	90	81	45	82	15	83	15	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	3
57	50000	68	120	81	60	82	20	83	20	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	3
58	60000	68	200	84	96	85	32	86	32	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	3
59	80000	68	320	84	144	85	48	86	48	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	3
60	100000	68	400	87	192	88	64	89	64	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	3
61	120000	68	600	87	288	88	96	89	96	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	3
62	140000	68	800	90	384	91	128	92	128	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	3
63	160000	68	1250	90	600	91	200	92	200	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	3
64	180000	68	1600	93	900	94	300	95	300	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	3
65	200000	68	2000	96	1200	97	400	98	400	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	3
66	250000	68	2500	99	1350	100	450	101	450	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	3
67	300000	68	2500	102	1350	103	450	104	450	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	3
68	350000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	3
69	400000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	3
70	450000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	3
71	500000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	3
72	550000	68	3000	111	1500	112	500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	3
73	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
74	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
75	15000	68	15	72	6	73	3	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4
76	20000	68	20	72	12	73	4	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	4
77	25000	68	30	75	18	76	6	77	6	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	4
78	30000	68	40	78	24	79	8	80	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	4
79	35000	68	60	78	30	79	10	80	10	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	4
80	40000	68	90	81	45	82	15	83	15	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	4
81	50000	68	120	81	60	82	20	83	20	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	4
82	60000	68	200	84	96	85	32	86	32	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	4
83	80000	68	320	84	144	85	48	86	48	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	4
84	100000	68	400	87	192	88	64	89	64	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	4
85	120000	68	600	87	288	88	96	89	96	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	4
86	140000	68	800	90	384	91	128	92	128	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	4
87	160000	68	1250	90	600	91	200	92	200	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	4
88	180000	68	1600	93	900	94	300	95	300	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	4
89	200000	68	2000	96	1200	97	400	98	400	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	4
90	250000	68	2500	99	1350	100	450	101	450	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	4
91	300000	68	2500	102	1350	103	450	104	450	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	4
92	350000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	4
93	400000	68	3000	105	1500	106	500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	4
94	450000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	4
95	500000	68	3000	108	1500	109	500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	4
96	550000	68	3000	111	1500	112	500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	4
97	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
98	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
99	15000	68	15	72	3	73	6	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5
100	20000	68	20	72	4	73	12	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5
101	25000	68	30	75	6	76	18	77	6	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5
102	30000	68	40	78	8	79	24	80	8	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
103	35000	68	60	78	10	79	30	80	10	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	5
104	40000	68	90	81	15	82	45	83	15	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	5
105	50000	68	120	81	20	82	60	83	20	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	5
106	60000	68	200	84	32	85	96	86	32	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	5
107	80000	68	320	84	48	85	144	86	48	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	5
108	100000	68	400	87	64	88	192	89	64	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	5
109	120000	68	600	87	96	88	288	89	96	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	5
110	140000	68	800	90	128	91	384	92	128	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	5
111	160000	68	1250	90	200	91	600	92	200	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	5
112	180000	68	1600	93	300	94	900	95	300	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	5
113	200000	68	2000	96	400	97	1200	98	400	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	5
114	250000	68	2500	99	450	100	1350	101	450	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	5
115	300000	68	2500	102	450	103	1350	104	450	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	5
116	350000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	5
117	400000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	5
118	450000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	5
119	500000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	5
120	550000	68	3000	111	500	112	1500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	5
121	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
122	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
123	15000	68	15	72	3	73	6	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6
124	20000	68	20	72	4	73	12	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	6
125	25000	68	30	75	6	76	18	77	6	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	6
126	30000	68	40	78	8	79	24	80	8	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	6
127	35000	68	60	78	10	79	30	80	10	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	6
128	40000	68	90	81	15	82	45	83	15	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	6
129	50000	68	120	81	20	82	60	83	20	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	6
130	60000	68	200	84	32	85	96	86	32	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	6
131	80000	68	320	84	48	85	144	86	48	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	6
132	100000	68	400	87	64	88	192	89	64	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	6
133	120000	68	600	87	96	88	288	89	96	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	6
134	140000	68	800	90	128	91	384	92	128	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	6
135	160000	68	1250	90	200	91	600	92	200	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	6
136	180000	68	1600	93	300	94	900	95	300	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	6
137	200000	68	2000	96	400	97	1200	98	400	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	6
138	250000	68	2500	99	450	100	1350	101	450	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	6
139	300000	68	2500	102	450	103	1350	104	450	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	6
140	350000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	6
141	400000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	6
142	450000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	6
143	500000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	6
144	550000	68	3000	111	500	112	1500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	6
145	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
146	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
147	15000	68	15	72	3	73	6	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7
148	20000	68	20	72	4	73	12	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	7
149	25000	68	30	75	6	76	18	77	6	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	7
150	30000	68	40	78	8	79	24	80	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	7
151	35000	68	60	78	10	79	30	80	10	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	7
152	40000	68	90	81	15	82	45	83	15	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	7
153	50000	68	120	81	20	82	60	83	20	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	7
154	60000	68	200	84	32	85	96	86	32	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	7
155	80000	68	320	84	48	85	144	86	48	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	7
156	100000	68	400	87	64	88	192	89	64	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	7
157	120000	68	600	87	96	88	288	89	96	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	7
158	140000	68	800	90	128	91	384	92	128	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	7
159	160000	68	1250	90	200	91	600	92	200	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	7
160	180000	68	1600	93	300	94	900	95	300	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	7
161	200000	68	2000	96	400	97	1200	98	400	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	7
162	250000	68	2500	99	450	100	1350	101	450	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	7
163	300000	68	2500	102	450	103	1350	104	450	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	7
164	350000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	7
165	400000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	7
166	450000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	7
167	500000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	7
168	550000	68	3000	111	500	112	1500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	7
169	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
170	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
171	15000	68	15	72	3	73	6	74	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8
172	20000	68	20	72	4	73	12	74	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	8
173	25000	68	30	75	6	76	18	77	6	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	8
174	30000	68	40	78	8	79	24	80	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	8
175	35000	68	60	78	10	79	30	80	10	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	8
176	40000	68	90	81	15	82	45	83	15	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	8
177	50000	68	120	81	20	82	60	83	20	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	8
178	60000	68	200	84	32	85	96	86	32	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	8
179	80000	68	320	84	48	85	144	86	48	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	8
180	100000	68	400	87	64	88	192	89	64	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	8
181	120000	68	600	87	96	88	288	89	96	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	8
182	140000	68	800	90	128	91	384	92	128	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	8
183	160000	68	1250	90	200	91	600	92	200	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	8
184	180000	68	1600	93	300	94	900	95	300	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	8
185	200000	68	2000	96	400	97	1200	98	400	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	8
186	250000	68	2500	99	450	100	1350	101	450	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	8
187	300000	68	2500	102	450	103	1350	104	450	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	8
188	350000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	8
189	400000	68	3000	105	500	106	1500	107	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	8
190	450000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	8
191	500000	68	3000	108	500	109	1500	110	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	8
192	550000	68	3000	111	500	112	1500	113	500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	8
193	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
194	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9
195	15000	68	15	72	3	73	3	74	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9
196	20000	68	20	72	4	73	4	74	12	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	9
197	25000	68	30	75	6	76	6	77	18	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	9
198	30000	68	40	78	8	79	8	80	24	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	9
199	35000	68	60	78	10	79	10	80	30	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	9
200	40000	68	90	81	15	82	15	83	45	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	9
201	50000	68	120	81	20	82	20	83	60	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	9
202	60000	68	200	84	32	85	32	86	96	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	9
203	80000	68	320	84	48	85	48	86	144	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	9
204	100000	68	400	87	64	88	64	89	192	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	9
205	120000	68	600	87	96	88	96	89	288	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	9
206	140000	68	800	90	128	91	128	92	384	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	9
207	160000	68	1250	90	200	91	200	92	600	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	9
208	180000	68	1600	93	300	94	300	95	900	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	9
209	200000	68	2000	96	400	97	400	98	1200	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	9
210	250000	68	2500	99	450	100	450	101	1350	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	9
211	300000	68	2500	102	450	103	450	104	1350	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	9
212	350000	68	3000	105	500	106	500	107	1500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	9
213	400000	68	3000	105	500	106	500	107	1500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	9
214	450000	68	3000	108	500	109	500	110	1500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	9
215	500000	68	3000	108	500	109	500	110	1500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	9
216	550000	68	3000	111	500	112	500	113	1500	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	9
217	5000	68	1	69	1	70	1	71	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
218	10000	68	10	69	2	70	2	71	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
219	15000	68	15	72	3	73	3	74	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10
