32	10032	15008	-1	-1	-1	-1	1	1	6	24,54,0,2,0.08,0.96,-1,33,0,0;2,0	100	18	0	0	-1	-1	5	100432	2
33	10033	15009	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
34	10034	15010	-1	-1	22	33,0.02!33,0.0002	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	100442	3
35	10035	15011	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
36	10036	15012	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
37	10037	15007	-1	-1	-1	-1	1	1	29	24,54,0,2,0.1,1.2,-1,33,0,0;2,0|29,54,0.1,3,2,1,1,-1,33,0,0;2,0	100	20	0	0	66	-1	3	100423	1
38	10038	15008	-1	-1	-1	-1	1	1	6	24,54,0,2,0.08,0.96,-1,33,0,0;2,0	100	21	0	0	-1	-1	5	100433	2
39	10039	15009	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
40	10040	15010	-1	-1	22	33,0.02!33,0.0002	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	100443	3
41	10041	15011	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
42	10042	15012	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
43	10043	15007	-1	-1	-1	-1	1	1	29	24,54,0,2,0.1,1.2,-1,33,0,0;2,0|29,54,0.1,3,2,1,1,-1,33,0,0;2,0	100	23	0	0	66	-1	3	100424	1
44	10044	15008	-1	-1	-1	-1	1	1	6	24,54,0,2,0.08,0.96,-1,33,0,0;2,0	100	24	0	0	-1	-1	5	100434	2
45	10045	15009	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
46	10046	15010	-1	-1	22	33,0.02!33,0.0002	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	100444	3
47	10047	15011	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
48	10048	15012	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
49	10049	15013	-1	-1	-1	-1	1	1	29	12,41,200,1,-1,3,0,0,2;3,0	100	26	0	0	66	-1	3	1	1
50	10050	15014	-1	-1	-1	-1	1	1	6	12,33,0.12,1,2,51,0,0,52;3,0|12,34,0.12,1,2,61,0,0,45;3,0	100	27	0	0	-1	-1	5	1	2
51	10051	15015	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	1	3
52	10052	15016	-1	-1	27	40,0.15!40,0.0005	6	-1	-1	45,34,0,0.001,45;1|21,34,0.3,0,4,4,1,45,0,0;1,2,3,4;16,0	100	-1	0	0	-1	-1	6	1	3
53	10053	15017	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
54	10054	15018	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
55	10055	15013	-1	-1	-1	-1	1	1	29	12,41,200,1,-1,3,0,0,2;3,0	100	29	0	0	66	-1	3	100922	1
56	10056	15014	-1	-1	-1	-1	1	1	6	12,33,0.12,1,2,51,0,0,52;3,0|12,34,0.12,1,2,61,0,0,45;3,0	100	30	0	0	-1	-1	5	100932	2
57	10057	15015	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
58	10058	15016	-1	-1	27	40,0.15!40,0.0005	6	-1	-1	45,34,0,0.001,45;1|21,34,0.3,0,4,4,1,45,0,0;1,2,3,4;16,0	100	-1	0	0	-1	-1	6	100942	3
59	10059	15017	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
60	10060	15018	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
61	10061	15013	-1	-1	-1	-1	1	1	29	12,41,200,1,-1,3,0,0,2;3,0	100	32	0	0	66	-1	3	100923	1
62	10062	15014	-1	-1	-1	-1	1	1	6	12,33,0.12,1,2,51,0,0,52;3,0|12,34,0.12,1,2,61,0,0,45;3,0	100	33	0	0	-1	-1	5	100933	2
63	10063	15015	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
64	10064	15016	-1	-1	27	40,0.15!40,0.0005	6	-1	-1	45,34,0,0.001,45;1|21,34,0.3,0,4,4,1,45,0,0;1,2,3,4;16,0	100	-1	0	0	-1	-1	6	100943	3
65	10065	15017	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
66	10066	15018	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
67	10067	15013	-1	-1	-1	-1	1	1	29	12,41,200,1,-1,3,0,0,2;3,0	100	35	0	0	66	-1	3	100924	1
68	10068	15014	-1	-1	-1	-1	1	1	6	12,33,0.12,1,2,51,0,0,52;3,0|12,34,0.12,1,2,61,0,0,45;3,0	100	36	0	0	-1	-1	5	100934	2
69	10069	15015	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
70	10070	15016	-1	-1	27	40,0.15!40,0.0005	6	-1	-1	45,34,0,0.001,45;1|21,34,0.3,0,4,4,1,45,0,0;1,2,3,4;16,0	100	-1	0	0	-1	-1	6	100944	3
71	10071	15017	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
72	10072	15018	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
73	10073	15019	-1	-1	-1	-1	-1	-1	-1	-1	100	38	0	0	66	-1	3	1	1
74	10074	15020	-1	-1	-1	-1	1	1	6	29,68,0.3,3,2,1,1,1,24,0,0;20,0,2	100	39	0	0	-1	-1	5	1	2
75	10075	15021	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	1	3
76	10076	15022	-1	0,6	-1	-1	8	-1	-1	45,55,0,0.001,62;1|16,55,0.2,0,0,60,62,1,0;4;6,0,13,14,2,4,17,18,3,5,35	100	-1	0	0	-1	-1	6	1	3
77	10077	15023	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
78	10078	15024	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
79	10079	15019	-1	-1	-1	-1	-1	-1	-1	-1	100	41	0	0	66	-1	3	100322	1
80	10080	15020	-1	-1	-1	-1	1	1	6	29,68,0.3,3,2,1,1,1,24,0,0;20,0,2	100	42	0	0	-1	-1	5	100332	2
81	10081	15021	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
82	10082	15022	-1	0,6	-1	-1	8	-1	-1	45,55,0,0.001,62;1|16,55,0.2,0,0,60,62,1,0;4;6,0,13,14,2,4,17,18,3,5,35	100	-1	0	0	-1	-1	6	100342	3
83	10083	15023	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
84	10084	15024	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
85	10085	15019	-1	-1	-1	-1	-1	-1	-1	-1	100	44	0	0	66	-1	3	100323	1
86	10086	15020	-1	-1	-1	-1	1	1	6	29,68,0.3,3,2,1,1,1,24,0,0;20,0,2	100	45	0	0	-1	-1	5	100333	2
87	10087	15021	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
88	10088	15022	-1	0,6	-1	-1	8	-1	-1	45,55,0,0.001,62;1|16,55,0.2,0,0,60,62,1,0;4;6,0,13,14,2,4,17,18,3,5,35	100	-1	0	0	-1	-1	6	100343	3
89	10089	15023	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
90	10090	15024	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
91	10091	15019	-1	-1	-1	-1	-1	-1	-1	-1	100	47	0	0	66	-1	3	100324	1
92	10092	15020	-1	-1	-1	-1	1	1	6	29,68,0.3,3,2,1,1,1,24,0,0;20,0,2	100	48	0	0	-1	-1	5	100334	2
93	10093	15021	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
94	10094	15022	-1	0,6	-1	-1	8	-1	-1	45,55,0,0.001,62;1|16,55,0.2,0,0,60,62,1,0;4;6,0,13,14,2,4,17,18,3,5,35	100	-1	0	0	-1	-1	6	100344	3
95	10095	15023	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
96	10096	15024	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
97	10097	15025	-1	-1	-1	-1	1	1	29	17,84,0.6,2,20,80,0,0;2,0	100	50	0	0	66	-1	3	1	1
98	10098	15026	-1	-1	-1	-1	1	1	6	18,56,0.08,0,0.01,3,0.12,3,2,54,0,0;14,0,3,3	100	51	0	0	-1	-1	5	1	2
99	10099	15027	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	1	3
100	10100	15028	-1	-1	27	5,0.03!5,0.0003	9	-1	-1	18,45,0,0,10,3,40,1,1,42,0,0;2,0	100	-1	0	0	-1	-1	6	1	3
101	10101	15029	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
102	10102	15030	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
103	10103	15025	-1	-1	-1	-1	1	1	29	17,84,0.6,2,20,80,0,0;2,0	100	53	0	0	66	-1	3	100722	1
104	10104	15026	-1	-1	-1	-1	1	1	6	18,56,0.08,0,0.01,3,0.12,3,2,54,0,0;14,0,3,3	100	54	0	0	-1	-1	5	100732	2
105	10105	15027	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
106	10106	15028	-1	-1	27	5,0.03!5,0.0003	9	-1	-1	18,45,0,0,10,3,40,1,1,42,0,0;2,0	100	-1	0	0	-1	-1	6	100742	3
107	10107	15029	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
108	10108	15030	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
109	10109	15025	-1	-1	-1	-1	1	1	29	17,84,0.6,2,20,80,0,0;2,0	100	56	0	0	66	-1	3	100723	1
110	10110	15026	-1	-1	-1	-1	1	1	6	18,56,0.08,0,0.01,3,0.12,3,2,54,0,0;14,0,3,3	100	57	0	0	-1	-1	5	100733	2
111	10111	15027	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
112	10112	15028	-1	-1	27	5,0.03!5,0.0003	9	-1	-1	18,45,0,0,10,3,40,1,1,42,0,0;2,0	100	-1	0	0	-1	-1	6	100743	3
113	10113	15029	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
114	10114	15030	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
115	10115	15025	-1	-1	-1	-1	1	1	29	17,84,0.6,2,20,80,0,0;2,0	100	59	0	0	66	-1	3	100724	1
116	10116	15026	-1	-1	-1	-1	1	1	6	18,56,0.08,0,0.01,3,0.12,3,2,54,0,0;14,0,3,3	100	60	0	0	-1	-1	5	100734	2
117	10117	15027	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
118	10118	15028	-1	-1	27	5,0.03!5,0.0003	9	-1	-1	18,45,0,0,10,3,40,1,1,42,0,0;2,0	100	-1	0	0	-1	-1	6	100744	3
119	10119	15029	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
120	10120	15030	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
121	10121	15031	-1	-1	-1	-1	-1	-1	-1	-1	100	62	0	0	66	-1	3	1	1
122	10122	15032	-1	-1	-1	-1	1	1	6	29,40,0.3,3,1,1,1,-1,40,0,0;2,0	100	63	0	0	-1	-1	5	1	2
123	10123	15033	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	1	3
124	10124	15034	-1	-1	27	44,0.4!44,0.004	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	1	3
125	10125	15035	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
126	10126	15036	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
127	10127	15031	-1	-1	-1	-1	-1	-1	-1	-1	100	65	0	0	66	-1	3	101522	1
128	10128	15032	-1	-1	-1	-1	1	1	6	29,40,0.3,3,1,1,1,-1,40,0,0;2,0	100	66	0	0	-1	-1	5	101532	2
129	10129	15033	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
130	10130	15034	-1	-1	27	44,0.4!44,0.004	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	101542	3
131	10131	15035	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
132	10132	15036	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
133	10133	15031	-1	-1	-1	-1	-1	-1	-1	-1	100	68	0	0	66	-1	3	101523	1
134	10134	15032	-1	-1	-1	-1	1	1	6	29,40,0.3,3,1,1,1,-1,40,0,0;2,0	100	69	0	0	-1	-1	5	101533	2
135	10135	15033	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
136	10136	15034	-1	-1	27	44,0.4!44,0.004	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	101543	3
137	10137	15035	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
138	10138	15036	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
139	10139	15031	-1	-1	-1	-1	-1	-1	-1	-1	100	71	0	0	66	-1	3	101524	1
140	10140	15032	-1	-1	-1	-1	1	1	6	29,40,0.3,3,1,1,1,-1,40,0,0;2,0	100	72	0	0	-1	-1	5	101534	2
141	10141	15033	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
142	10142	15034	-1	-1	27	44,0.4!44,0.004	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	101544	3
143	10143	15035	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
144	10144	15036	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
145	10145	15037	-1	-1	-1	-1	-1	-1	-1	-1	100	74	0	0	66	-1	3	1	1
146	10146	15038	-1	-1	-1	-1	12	1	6	19,65,2,-1,1,20,52,0,0;2,0	100	75	0	0	-1	-1	5	1	2
147	10147	15039	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	1	3
148	10148	15040	-1	-1	27	73,0.1!73,0.0005	8	-1	-1	23,73,0.1,0,16,3,6,60,68,1,0;17,0	100	-1	0	0	-1	-1	6	1	3
149	10149	15041	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
150	10150	15042	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
151	10151	15037	-1	-1	-1	-1	-1	-1	-1	-1	100	77	0	0	66	-1	3	102122	1
152	10152	15038	-1	-1	-1	-1	12	1	6	19,65,2,-1,1,20,52,0,0;2,0	100	78	0	0	-1	-1	5	102132	2
153	10153	15039	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
154	10154	15040	-1	-1	27	73,0.1!73,0.0005	8	-1	-1	23,73,0.1,0,16,3,6,60,68,1,0;17,0	100	-1	0	0	-1	-1	6	102142	3
155	10155	15041	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
156	10156	15042	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
157	10157	15037	-1	-1	-1	-1	-1	-1	-1	-1	100	80	0	0	66	-1	3	102123	1
158	10158	15038	-1	-1	-1	-1	12	1	6	19,65,2,-1,1,20,52,0,0;2,0	100	81	0	0	-1	-1	5	102133	2
159	10159	15039	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
160	10160	15040	-1	-1	27	73,0.1!73,0.0005	8	-1	-1	23,73,0.1,0,16,3,6,60,68,1,0;17,0	100	-1	0	0	-1	-1	6	102143	3
161	10161	15041	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
162	10162	15042	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
163	10163	15037	-1	-1	-1	-1	-1	-1	-1	-1	100	83	0	0	66	-1	3	102124	1
164	10164	15038	-1	-1	-1	-1	12	1	6	19,65,2,-1,1,20,52,0,0;2,0	100	84	0	0	-1	-1	5	102134	2
165	10165	15039	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
166	10166	15040	-1	-1	27	73,0.1!73,0.0005	8	-1	-1	23,73,0.1,0,16,3,6,60,68,1,0;17,0	100	-1	0	0	-1	-1	6	102144	3
167	10167	15041	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
168	10168	15042	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
169	10169	15043	-1	-1	-1	-1	1	1	29	33,8,0.3,4,2,27,0,0;2,0	100	86	0	0	66	-1	3	1	1
170	10170	15044	-1	-1	-1	-1	12	1	6	13,6,0.5,1,1,23,0,0;22,0|33,5,0.3,4,2,21,0,0;2,0|33,61,0.15,4,2,57,0,0;2,0	100	87	0	0	-1	-1	5	1	2
171	10171	15045	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	1	3
172	10172	15046	-1	-1	-1	-1	0	-1	-1	43,939,99,1,0,0.01;2,0	100	-1	0	0	-1	-1	6	1	3
173	10173	15047	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
174	10174	15048	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
175	10175	15043	-1	-1	-1	-1	1	1	29	33,8,0.3,4,2,27,0,0;2,0	100	89	0	0	66	-1	3	108222	1
176	10176	15044	-1	-1	-1	-1	12	1	6	13,6,0.5,1,1,23,0,0;22,0|33,5,0.3,4,2,21,0,0;2,0|33,61,0.15,4,2,57,0,0;2,0	100	90	0	0	-1	-1	5	108232	2
177	10177	15045	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
178	10178	15046	-1	-1	-1	-1	0	-1	-1	43,939,99,1,0,0.01;2,0	100	-1	0	0	-1	-1	6	108242	3
179	10179	15047	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
180	10180	15048	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
181	10181	15043	-1	-1	-1	-1	1	1	29	33,8,0.3,4,2,27,0,0;2,0	100	92	0	0	66	-1	3	102523	1
182	10182	15044	-1	-1	-1	-1	12	1	6	13,6,0.5,1,1,23,0,0;22,0|33,5,0.3,4,2,21,0,0;2,0|33,61,0.15,4,2,57,0,0;2,0	100	93	0	0	-1	-1	5	102533	2
183	10183	15045	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
184	10184	15046	-1	-1	-1	-1	0	-1	-1	43,939,99,1,0,0.01;2,0	100	-1	0	0	-1	-1	6	102543	3
185	10185	15047	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
186	10186	15048	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
187	10187	15043	-1	-1	-1	-1	1	1	29	33,8,0.3,4,2,27,0,0;2,0	100	95	0	0	66	-1	3	108224	1
188	10188	15044	-1	-1	-1	-1	12	1	6	13,6,0.5,1,1,23,0,0;22,0|33,5,0.3,4,2,21,0,0;2,0|33,61,0.15,4,2,57,0,0;2,0	100	96	0	0	-1	-1	5	108234	2
189	10189	15045	4,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	4,0.1	3	7	3
190	10190	15046	-1	-1	-1	-1	0	-1	-1	43,939,99,1,0,0.01;2,0	100	-1	0	0	-1	-1	6	108244	3
191	10191	15047	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
192	10192	15048	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
193	10193	15049	-1	-1	-1	-1	-1	-1	-1	-1	100	98	0	0	66	-1	3	1	1
194	10194	15050	-1	-1	-1	-1	-1	-1	-1	-1	100	99	0	0	-1	-1	5	1	2
195	10195	15051	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	1	3
196	10196	15052	-1	-1	36	47,0.02!47,0.001	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	1	3
197	10197	15053	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
198	10198	15054	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	1	3
199	10199	15049	-1	-1	-1	-1	-1	-1	-1	-1	100	101	0	0	66	-1	3	100122	1
200	10200	15050	-1	-1	-1	-1	-1	-1	-1	-1	100	102	0	0	-1	-1	5	100132	2
201	10201	15051	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
202	10202	15052	-1	-1	36	47,0.02!47,0.001	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	100142	3
203	10203	15053	33,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	33,0.05	4	1	3
204	10204	15054	34,5	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	34,0.05	4	2	3
205	10205	15049	-1	-1	-1	-1	-1	-1	-1	-1	100	104	0	0	66	-1	3	100123	1
206	10206	15050	-1	-1	-1	-1	-1	-1	-1	-1	100	105	0	0	-1	-1	5	100133	2
207	10207	15051	5,7	-1	-1	-1	-1	-1	-1	-1	100	-1	0	0	-1	5,0.1	3	3	3
208	10208	15052	-1	-1	36	47,0.02!47,0.001	-1	-1	-1	-1	100	-1	0	0	-1	-1	6	100143	3
