176	1044000	7,186,10|6,29,1|6,230,10|1,-1,50000
177	1052000	7,186,10|6,29,1|6,230,10|1,-1,50000
178	1060000	7,186,10|6,29,1|6,230,10|1,-1,50000
179	1068000	7,186,10|6,29,1|6,230,10|1,-1,50000
180	1076000	7,186,10|6,29,1|6,230,10|1,-1,50000
181	1084000	7,186,10|6,29,1|6,230,10|1,-1,50000
182	1092000	7,186,10|6,29,1|6,230,10|1,-1,50000
183	1100000	7,186,10|6,29,1|6,230,10|1,-1,50000
184	1108000	7,186,10|6,29,1|6,230,10|1,-1,50000
185	1116000	7,186,10|6,29,1|6,230,10|1,-1,50000
186	1124000	7,186,10|6,29,1|6,230,10|1,-1,50000
187	1132000	7,186,10|6,29,1|6,230,10|1,-1,50000
188	1140000	7,186,10|6,29,1|6,230,10|1,-1,50000
189	1148000	7,186,10|6,29,1|6,230,10|1,-1,50000
190	1156000	7,186,10|6,29,1|6,230,10|1,-1,50000
191	1164000	7,186,10|6,29,1|6,230,10|1,-1,50000
192	1172000	7,186,10|6,29,1|6,230,10|1,-1,50000
193	1180000	7,186,10|6,29,1|6,230,10|1,-1,50000
194	1188000	7,186,10|6,29,1|6,230,10|1,-1,50000
195	1196000	7,186,10|6,29,1|6,230,10|1,-1,50000
196	1204000	7,186,10|6,29,1|6,230,10|1,-1,50000
197	1212000	7,186,10|6,29,1|6,230,10|1,-1,50000
198	1220000	7,186,10|6,29,1|6,230,10|1,-1,50000
199	1228000	7,186,10|6,29,1|6,230,10|1,-1,50000
200	1236000	7,186,10|6,29,1|6,230,10|1,-1,50000
201	1244000	7,186,10|6,29,1|6,230,10|1,-1,50000
202	1252000	7,186,10|6,29,1|6,230,10|1,-1,50000
203	1260000	7,186,10|6,29,1|6,230,10|1,-1,50000
204	1268000	7,186,10|6,29,1|6,230,10|1,-1,50000
205	1276000	7,186,10|6,29,1|6,230,10|1,-1,50000
206	1284000	7,186,10|6,29,1|6,230,10|1,-1,50000
207	1292000	7,186,10|6,29,1|6,230,10|1,-1,50000
208	1300000	7,186,10|6,29,1|6,230,10|1,-1,50000
209	1308000	7,186,10|6,29,1|6,230,10|1,-1,50000
210	1316000	7,186,10|6,29,1|6,230,10|1,-1,50000
211	1324000	7,186,10|6,29,1|6,230,10|1,-1,50000
212	1332000	7,186,10|6,29,1|6,230,10|1,-1,50000
213	1340000	7,186,10|6,29,1|6,230,10|1,-1,50000
214	1348000	7,186,10|6,29,1|6,230,10|1,-1,50000
215	1356000	7,186,10|6,29,1|6,230,10|1,-1,50000
216	1364000	7,186,10|6,29,1|6,230,10|1,-1,50000
217	1372000	7,186,10|6,29,1|6,230,10|1,-1,50000
218	1380000	7,186,10|6,29,1|6,230,10|1,-1,50000
219	1388000	7,186,10|6,29,1|6,230,10|1,-1,50000
220	1396000	7,186,10|6,29,1|6,230,10|1,-1,50000
221	1404000	7,186,10|6,29,1|6,230,10|1,-1,50000
222	1412000	7,186,10|6,29,1|6,230,10|1,-1,50000
223	1420000	7,186,10|6,29,1|6,230,10|1,-1,50000
224	1428000	7,186,10|6,29,1|6,230,10|1,-1,50000
225	1436000	7,186,10|6,29,1|6,230,10|1,-1,50000
226	1444000	7,186,10|6,29,1|6,230,10|1,-1,50000
227	1452000	7,186,10|6,29,1|6,230,10|1,-1,50000
228	1460000	7,186,10|6,29,1|6,230,10|1,-1,50000
229	1468000	7,186,10|6,29,1|6,230,10|1,-1,50000
230	1476000	7,186,10|6,29,1|6,230,10|1,-1,50000
231	1484000	7,186,10|6,29,1|6,230,10|1,-1,50000
232	1492000	7,186,10|6,29,1|6,230,10|1,-1,50000
233	1500000	7,186,10|6,29,1|6,230,10|1,-1,50000
234	1508000	7,186,10|6,29,1|6,230,10|1,-1,50000
235	1516000	7,186,10|6,29,1|6,230,10|1,-1,50000
236	1524000	7,186,10|6,29,1|6,230,10|1,-1,50000
237	1532000	7,186,10|6,29,1|6,230,10|1,-1,50000
238	1540000	7,186,10|6,29,1|6,230,10|1,-1,50000
239	1548000	7,186,10|6,29,1|6,230,10|1,-1,50000
240	1556000	7,186,10|6,29,1|6,230,10|1,-1,50000
241	1564000	7,186,10|6,29,1|6,230,10|1,-1,50000
242	1572000	7,186,10|6,29,1|6,230,10|1,-1,50000
243	1580000	7,186,10|6,29,1|6,230,10|1,-1,50000
244	1588000	7,186,10|6,29,1|6,230,10|1,-1,50000
245	1596000	7,186,10|6,29,1|6,230,10|1,-1,50000
246	1604000	7,186,10|6,29,1|6,230,10|1,-1,50000
247	1612000	7,186,10|6,29,1|6,230,10|1,-1,50000
248	1620000	7,186,10|6,29,1|6,230,10|1,-1,50000
249	1628000	7,186,10|6,29,1|6,230,10|1,-1,50000
250	1636000	7,186,10|6,29,1|6,230,10|1,-1,50000
251	1644000	7,186,10|6,29,1|6,230,10|1,-1,50000
252	1652000	7,186,10|6,29,1|6,230,10|1,-1,50000
253	1660000	7,186,10|6,29,1|6,230,10|1,-1,50000
254	1668000	7,186,10|6,29,1|6,230,10|1,-1,50000
255	1676000	7,186,10|6,29,1|6,230,10|1,-1,50000
256	1684000	7,186,10|6,29,1|6,230,10|1,-1,50000
257	1692000	7,186,10|6,29,1|6,230,10|1,-1,50000
258	1700000	7,186,10|6,29,1|6,230,10|1,-1,50000
259	1708000	7,186,10|6,29,1|6,230,10|1,-1,50000
260	1716000	7,186,10|6,29,1|6,230,10|1,-1,50000
261	1724000	7,186,10|6,29,1|6,230,10|1,-1,50000
262	1732000	7,186,10|6,29,1|6,230,10|1,-1,50000
263	1740000	7,186,10|6,29,1|6,230,10|1,-1,50000
264	1748000	7,186,10|6,29,1|6,230,10|1,-1,50000
265	1756000	7,186,10|6,29,1|6,230,10|1,-1,50000
266	1764000	7,186,10|6,29,1|6,230,10|1,-1,50000
267	1772000	7,186,10|6,29,1|6,230,10|1,-1,50000
268	1780000	7,186,10|6,29,1|6,230,10|1,-1,50000
269	1788000	7,186,10|6,29,1|6,230,10|1,-1,50000
270	1796000	7,186,10|6,29,1|6,230,10|1,-1,50000
271	1804000	7,186,10|6,29,1|6,230,10|1,-1,50000
272	1812000	7,186,10|6,29,1|6,230,10|1,-1,50000
273	1820000	7,186,10|6,29,1|6,230,10|1,-1,50000
274	1828000	7,186,10|6,29,1|6,230,10|1,-1,50000
275	1836000	7,186,10|6,29,1|6,230,10|1,-1,50000
276	1844000	7,186,10|6,29,1|6,230,10|1,-1,50000
277	1852000	7,186,10|6,29,1|6,230,10|1,-1,50000
278	1860000	7,186,10|6,29,1|6,230,10|1,-1,50000
279	1868000	7,186,10|6,29,1|6,230,10|1,-1,50000
280	1876000	7,186,10|6,29,1|6,230,10|1,-1,50000
281	1884000	7,186,10|6,29,1|6,230,10|1,-1,50000
282	1892000	7,186,10|6,29,1|6,230,10|1,-1,50000
283	1900000	7,186,10|6,29,1|6,230,10|1,-1,50000
284	1908000	7,186,10|6,29,1|6,230,10|1,-1,50000
285	1916000	7,186,10|6,29,1|6,230,10|1,-1,50000
286	1924000	7,186,10|6,29,1|6,230,10|1,-1,50000
287	1932000	7,186,10|6,29,1|6,230,10|1,-1,50000
288	1940000	7,186,10|6,29,1|6,230,10|1,-1,50000
289	1948000	7,186,10|6,29,1|6,230,10|1,-1,50000
290	1956000	7,186,10|6,29,1|6,230,10|1,-1,50000
291	1964000	7,186,10|6,29,1|6,230,10|1,-1,50000
292	1972000	7,186,10|6,29,1|6,230,10|1,-1,50000
293	1980000	7,186,10|6,29,1|6,230,10|1,-1,50000
294	1988000	7,186,10|6,29,1|6,230,10|1,-1,50000
295	1996000	7,186,10|6,29,1|6,230,10|1,-1,50000
296	2004000	7,186,10|6,29,1|6,230,10|1,-1,50000
297	2012000	7,186,10|6,29,1|6,230,10|1,-1,50000
298	2020000	7,186,10|6,29,1|6,230,10|1,-1,50000
299	2028000	7,186,10|6,29,1|6,230,10|1,-1,50000
300	2036000	7,186,10|6,29,1|6,230,10|1,-1,50000
301	2044000	7,186,10|6,29,1|6,230,10|1,-1,50000
302	2052000	7,186,10|6,29,1|6,230,10|1,-1,50000
303	2060000	7,186,10|6,29,1|6,230,10|1,-1,50000
304	2068000	7,186,10|6,29,1|6,230,10|1,-1,50000
305	2076000	7,186,10|6,29,1|6,230,10|1,-1,50000
306	2084000	7,186,10|6,29,1|6,230,10|1,-1,50000
307	2092000	7,186,10|6,29,1|6,230,10|1,-1,50000
308	2100000	7,186,10|6,29,1|6,230,10|1,-1,50000
309	2108000	7,186,10|6,29,1|6,230,10|1,-1,50000
310	2116000	7,186,10|6,29,1|6,230,10|1,-1,50000
311	2124000	7,186,10|6,29,1|6,230,10|1,-1,50000
312	2132000	7,186,10|6,29,1|6,230,10|1,-1,50000
313	2140000	7,186,10|6,29,1|6,230,10|1,-1,50000
314	2148000	7,186,10|6,29,1|6,230,10|1,-1,50000
315	2156000	7,186,10|6,29,1|6,230,10|1,-1,50000
316	2164000	7,186,10|6,29,1|6,230,10|1,-1,50000
317	2172000	7,186,10|6,29,1|6,230,10|1,-1,50000
318	2180000	7,186,10|6,29,1|6,230,10|1,-1,50000
319	2188000	7,186,10|6,29,1|6,230,10|1,-1,50000
320	2196000	7,186,10|6,29,1|6,230,10|1,-1,50000
321	2204000	7,186,10|6,29,1|6,230,10|1,-1,50000
322	2212000	7,186,10|6,29,1|6,230,10|1,-1,50000
323	2220000	7,186,10|6,29,1|6,230,10|1,-1,50000
324	2228000	7,186,10|6,29,1|6,230,10|1,-1,50000
325	2236000	7,186,10|6,29,1|6,230,10|1,-1,50000
326	2244000	7,186,10|6,29,1|6,230,10|1,-1,50000
327	2252000	7,186,10|6,29,1|6,230,10|1,-1,50000
328	2260000	7,186,10|6,29,1|6,230,10|1,-1,50000
329	2268000	7,186,10|6,29,1|6,230,10|1,-1,50000
330	2276000	7,186,10|6,29,1|6,230,10|1,-1,50000
331	2284000	7,186,10|6,29,1|6,230,10|1,-1,50000
332	2292000	7,186,10|6,29,1|6,230,10|1,-1,50000
333	2300000	7,186,10|6,29,1|6,230,10|1,-1,50000
334	2308000	7,186,10|6,29,1|6,230,10|1,-1,50000
335	2316000	7,186,10|6,29,1|6,230,10|1,-1,50000
336	2324000	7,186,10|6,29,1|6,230,10|1,-1,50000
337	2332000	7,186,10|6,29,1|6,230,10|1,-1,50000
338	2340000	7,186,10|6,29,1|6,230,10|1,-1,50000
339	2348000	7,186,10|6,29,1|6,230,10|1,-1,50000
340	2356000	7,186,10|6,29,1|6,230,10|1,-1,50000
341	2364000	7,186,10|6,29,1|6,230,10|1,-1,50000
342	2372000	7,186,10|6,29,1|6,230,10|1,-1,50000
343	2380000	7,186,10|6,29,1|6,230,10|1,-1,50000
344	2388000	7,186,10|6,29,1|6,230,10|1,-1,50000
345	2396000	7,186,10|6,29,1|6,230,10|1,-1,50000
346	2404000	7,186,10|6,29,1|6,230,10|1,-1,50000
347	2412000	7,186,10|6,29,1|6,230,10|1,-1,50000
348	2420000	7,186,10|6,29,1|6,230,10|1,-1,50000
349	2428000	7,186,10|6,29,1|6,230,10|1,-1,50000
350	2436000	7,186,10|6,29,1|6,230,10|1,-1,50000
351	2444000	7,186,10|6,29,1|6,230,10|1,-1,50000
352	2452000	7,186,10|6,29,1|6,230,10|1,-1,50000
353	2460000	7,186,10|6,29,1|6,230,10|1,-1,50000
354	2468000	7,186,10|6,29,1|6,230,10|1,-1,50000
355	2476000	7,186,10|6,29,1|6,230,10|1,-1,50000
356	2484000	7,186,10|6,29,1|6,230,10|1,-1,50000
357	2492000	7,186,10|6,29,1|6,230,10|1,-1,50000
358	2500000	7,186,10|6,29,1|6,230,10|1,-1,50000
