99	1	3	精英	203|18112	14	108	11	536	-1
100	1	3	精英	1	14	108	19	1	-1
101	1	3	精英	179|18111	14	108	11	535	-1
102	1	3	精英	103|18139	14	108	14	548	-1
103	1	6	探索商店	19007	40	138	-1	-1	-1
104	1	3	精英	210|18052	14	108	5	506	-1
105	1	3	精英	223|18120	14	108	12	539	-1
106	1	6	试炼商店	19003	29	118	-1	-1	-1
107	1	3	精英	130|18042	14	108	4	500	-1
108	1	3	精英	123|18100	14	108	10	529	-1
109	1	6	试炼商店	19003	29	118	-1	-1	-1
110	1	3	精英	218|18022	14	108	1	488	-1
111	1	3	精英	62|18043	14	108	4	501	-1
112	1	3	精英	111|18090	14	108	9	524	-1
113	1	3	精英	222|18050	14	108	5	504	-1
114	1	3	精英	222|18080	14	108	8	519	-1
115	1	3	精英	186|18160	14	108	16	559	-1
116	1	1	-1	1	-1	-1	-1	-1	-1
117	1	1	-1	1	-1	-1	-1	-1	-1
118	1	1	-1	1	-1	-1	-1	-1	-1
119	1	1	-1	1	-1	-1	-1	-1	-1
120	1	6	主线	19008	97	107	-1	-1	-1
121	1	2	主线	18001|18022	11	107	1	1	-1
122	1	2	主线	18004|18045	11	107	4	24	-1
123	1	2	主线	18008|18084	11	107	8	63	-1
124	1	2	主线	18001|18023	11	107	1	2	-1
125	1	2	主线	18004|18043	11	107	4	22	-1
126	1	2	主线	18008|18087	11	107	8	66	-1
127	1	2	主线	18001|18024	11	107	1	3	-1
128	1	2	主线	18004|18043	11	107	4	22	-1
129	1	2	主线	18008|18081	11	107	8	60	-1
130	1	2	主线	18004|18043	11	107	4	22	-1
131	1	2	主线	18006|18064	11	107	6	43	-1
132	1	2	主线	18010|18104	11	107	10	83	-1
133	1	2	主线	18004|18045	11	107	4	24	-1
134	1	2	主线	18006|18061	11	107	6	40	-1
135	1	2	主线	18010|18107	11	107	10	86	-1
136	1	2	主线	18004|18047	11	107	4	26	-1
137	1	2	主线	18006|18061	11	107	6	40	-1
138	1	2	主线	18010|18101	11	107	10	80	-1
139	1	2	主线	18006|18061	11	107	6	40	-1
140	1	2	主线	18008|18087	11	107	8	66	-1
141	1	2	主线	18012|18127	11	107	12	106	-1
142	1	2	主线	18006|18064	11	107	6	43	-1
143	1	2	主线	18008|18081	11	107	8	60	-1
144	1	2	主线	18012|18121	11	107	12	100	-1
145	1	2	主线	18006|18067	11	107	6	46	-1
146	1	2	主线	18008|18084	11	107	8	63	-1
147	1	2	主线	18012|18124	11	107	12	103	-1
148	1	2	主线	18008|18081	11	107	8	60	-1
149	1	2	主线	18010|18107	11	107	10	86	-1
150	1	2	主线	18014|18147	11	107	14	126	-1
151	1	2	主线	18008|18084	11	107	8	63	-1
152	1	2	主线	18010|18101	11	107	10	80	-1
153	1	2	主线	18014|18141	11	107	14	120	-1
154	1	2	主线	18008|18087	11	107	8	66	-1
155	1	2	主线	18010|18104	11	107	10	83	-1
156	1	2	主线	18014|18144	11	107	14	123	-1
157	1	2	主线	18010|18101	11	107	10	80	-1
158	1	2	主线	18016|18167	11	107	16	146	-1
159	1	2	主线	18010|18104	11	107	10	83	-1
160	1	2	主线	18016|18161	11	107	16	140	-1
161	1	2	主线	18010|18107	11	107	10	86	-1
162	1	2	主线	18016|18164	11	107	16	143	-1
163	1	2	主线	18012|18121	11	107	12	100	-1
164	1	2	主线	18018|18187	11	107	18	166	-1
165	1	2	主线	18012|18124	11	107	12	103	-1
166	1	2	主线	18018|18181	11	107	18	160	-1
167	1	2	主线	18012|18127	11	107	12	106	-1
168	1	2	主线	18018|18184	11	107	18	163	-1
169	1	2	主线	18014|18141	11	107	14	120	-1
170	1	2	主线	18020|18207	11	107	20	186	-1
171	1	2	主线	18014|18144	11	107	14	123	-1
172	1	2	主线	18020|18201	11	107	20	180	-1
173	1	2	主线	18014|18147	11	107	14	126	-1
174	1	2	主线	18020|18204	11	107	20	183	-1
175	1	2	主线	18016|18161	11	107	16	140	-1
176	1	2	主线	18016|18164	11	107	16	143	-1
177	1	2	主线	18016|18167	11	107	16	146	-1
178	1	2	主线	18018|18181	11	107	18	160	-1
179	1	2	主线	18018|18184	11	107	18	163	-1
180	1	2	主线	18018|18187	11	107	18	166	-1
181	1	2	主线	18019|18191	11	107	19	170	-1
182	1	2	主线	18019|18194	11	107	19	173	-1
183	1	2	主线	18019|18197	11	107	19	176	-1
184	1	2	主线	18020|18201	11	107	20	180	-1
185	1	2	主线	18020|18204	11	107	20	183	-1
186	1	2	主线	18020|18207	11	107	20	186	-1
187	1	2	主线	1	11	107	21	190	-1
188	1	2	主线	1	11	107	21	193	-1
189	1	2	主线	1	11	107	21	196	-1
190	1	2	主线	1	11	107	22	200	-1
191	1	2	主线	1	11	107	22	203	-1
192	1	2	主线	1	11	107	22	206	-1
193	1	2	主线	1	11	107	23	210	-1
194	1	2	主线	1	11	107	23	213	-1
195	1	2	主线	1	11	107	23	216	-1
196	1	2	主线	1	11	107	24	220	-1
197	1	2	主线	1	11	107	24	223	-1
198	1	2	主线	1	11	107	24	226	-1
199	1	2	主线	1	11	107	25	230	-1
200	1	2	主线	1	11	107	25	233	-1
201	1	2	主线	1	11	107	25	236	-1
202	1	3	精英	218|18022	14	108	1	488	-1
203	1	3	精英	202|18026	14	108	2	492	-1
204	1	3	精英	50|18028	14	108	2	494	-1
205	1	3	精英	186|18034	14	108	3	496	-1
206	1	3	精英	130|18042	14	108	4	500	-1
207	1	3	精英	178|18044	14	108	4	502	-1
208	1	3	精英	222|18050	14	108	5	504	-1
209	1	3	精英	163|18060	14	108	6	509	-1
210	1	3	精英	183|18063	14	108	6	512	-1
211	1	3	精英	162|18070	14	108	7	514	-1
212	1	3	精英	63|18072	14	108	7	516	-1
213	1	3	精英	130|18073	14	108	7	517	-1
214	1	3	精英	222|18080	14	108	8	519	-1
215	1	3	精英	187|18082	14	108	8	521	-1
216	1	3	精英	102|18083	14	108	8	522	-1
217	1	3	精英	111|18090	14	108	9	524	-1
218	1	3	精英	63|18092	14	108	9	526	-1
219	1	3	精英	191|18093	14	108	9	527	-1
220	1	3	精英	123|18100	14	108	10	529	-1
221	1	3	精英	199|18102	14	108	10	531	-1
222	1	3	精英	163|18103	14	108	10	532	-1
223	1	3	精英	175|18110	14	108	11	534	-1
224	1	3	精英	203|18112	14	108	11	536	-1
225	1	3	精英	51|18113	14	108	11	537	-1
226	1	3	精英	223|18120	14	108	12	539	-1
227	1	3	精英	203|18122	14	108	12	541	-1
228	1	3	精英	111|18123	14	108	12	542	-1
229	1	3	精英	139|18130	14	108	13	544	-1
230	1	3	精英	167|18132	14	108	13	546	-1
231	1	3	精英	135|18133	14	108	13	547	-1
232	1	3	精英	70|18140	14	108	14	549	-1
233	1	3	精英	200|18142	14	108	14	551	-1
234	1	3	精英	171|18143	14	108	14	552	-1
235	1	3	精英	176|18150	14	108	15	554	-1
236	1	3	精英	163|18152	14	108	15	556	-1
237	1	3	精英	71|18153	14	108	15	557	-1
238	1	3	精英	186|18160	14	108	16	559	-1
239	1	3	精英	59|18162	14	108	16	561	-1
240	1	3	精英	102|18163	14	108	16	562	-1
241	1	3	精英	63|18170	14	108	17	564	-1
242	1	3	精英	187|18172	14	108	17	566	-1
243	1	3	精英	163|18173	14	108	17	567	-1
244	1	3	精英	1	14	108	18	569	-1
245	1	3	精英	1	14	108	18	571	-1
246	1	3	精英	1	14	108	18	572	-1
247	1	3	精英	1	14	108	19	574	-1
248	1	3	精英	1	14	108	19	576	-1
249	1	3	精英	1	14	108	19	577	-1
250	1	3	精英	1	14	108	20	579	-1
251	1	3	精英	1	14	108	20	581	-1
252	1	3	精英	1	14	108	20	582	-1
253	1	3	精英	1	14	108	21	584	-1
254	1	3	精英	1	14	108	21	586	-1
255	1	3	精英	1	14	108	21	587	-1
256	1	3	精英	1	14	108	22	589	-1
257	1	3	精英	1	14	108	22	591	-1
258	1	3	精英	1	14	108	22	592	-1
259	1	3	精英	1	14	108	23	594	-1
260	1	3	精英	1	14	108	23	596	-1
261	1	3	精英	1	14	108	23	597	-1
262	1	3	精英	1	14	108	24	599	-1
263	1	3	精英	1	14	108	24	601	-1
264	1	3	精英	1	14	108	24	602	-1
265	1	3	精英	1	14	108	25	604	-1
266	1	3	精英	1	14	108	25	606	-1
267	1	3	精英	1	14	108	25	607	-1
268	1	3	精英	1	14	108	26	609	-1
269	1	3	精英	1	14	108	26	611	-1
270	1	3	精英	1	14	108	26	612	-1
271	1	3	精英	1	14	108	27	614	-1
272	1	3	精英	1	14	108	27	616	-1
273	1	3	精英	1	14	108	27	617	-1
274	1	1	-1	19011	99	-1	-1	-1	-1
275	1	1	-1	19012	99	-1	-1	-1	-1
276	1	1	-1	19013	99	-1	-1	-1	-1
277	1	5	其他	19004	48	83	-1	-1	-1
278	1	6	探索商店	19007	40	138	-1	-1	-1
279	1	6	探索商店	19007	40	138	-1	-1	-1
280	1	6	装备商店	19009	50	115	-1	-1	-1
281	1	6	竞技商店	19005	28	117	-1	-1	-1
282	1	6	装备商店	19009	50	115	-1	-1	-1
283	1	6	试炼商店	19003	29	118	-1	-1	-1
284	1	1	-1	1	-1	-1	-1	-1	-1
285	1	1	-1	1	44	101	-1	-1	-1
286	1	1	-1	1	45	100	-1	-1	-1
287	1	1	-1	1	46	103	-1	-1	-1
288	1	1	-1	1	97	107	-1	-1	-1
289	1	1	-1	1	98	108	-1	-1	-1
290	1	1	金币挑战	19015	41	91	-1	-1	-1
291	1	1	-1	1	22	127	-1	-1	-1
292	1	1	点金手	19014	42	139	-1	-1	-1
293	1	1	-1	1	43	140	-1	-1	-1
294	1	1	-1	1	51	157	-1	-1	-1
295	1	1	-1	1	52	158	-1	-1	-1
296	1	1	-1	1	53	158	-1	-1	-1
297	1	1	-1	1	16	80	-1	-1	-1
298	1	1	数码试炼	19016	100	92	-1	-1	-1
299	1	1	-1	1	101	93	-1	-1	-1
300	1	1	-1	1	102	142	-1	-1	-1
301	1	1	-1	1	11	107	1	3	-1
302	1	1	-1	1	11	107	2	5	-1
303	1	1	-1	1	11	107	2	8	-1
304	1	1	-1	1	11	107	2	11	-1
305	1	1	-1	1	11	107	3	13	-1
306	1	1	-1	1	11	107	3	16	-1
307	1	1	-1	1	11	107	3	19	-1
308	1	1	-1	1	11	107	4	21	-1
309	1	1	-1	1	11	107	4	24	-1
310	1	1	-1	1	11	107	4	27	-1
311	1	1	-1	1	11	107	5	31	-1
312	1	1	-1	1	11	107	5	34	-1
313	1	1	-1	1	11	107	5	37	-1
314	1	1	-1	1	11	107	6	41	-1
315	1	1	-1	1	11	107	6	44	-1
316	1	1	-1	1	11	107	6	47	-1
317	1	1	-1	1	11	107	7	51	-1
318	1	1	-1	1	11	107	7	54	-1
319	1	1	-1	1	11	107	7	57	-1
320	1	1	-1	1	11	107	8	61	-1
321	1	1	-1	1	11	107	8	64	-1
322	1	1	-1	1	11	107	8	67	-1
323	1	1	-1	1	11	107	9	71	-1
324	1	1	-1	1	11	107	9	74	-1
325	1	1	-1	1	11	107	9	77	-1
326	1	1	-1	1	11	107	10	81	-1
327	1	1	-1	1	11	107	10	84	-1
328	1	1	-1	1	11	107	10	87	-1
329	1	1	-1	1	11	107	11	91	-1
330	1	1	-1	1	11	107	11	94	-1
331	1	1	-1	1	11	107	11	97	-1
332	1	1	-1	1	11	107	12	101	-1
333	1	1	-1	1	11	107	12	104	-1
334	1	1	-1	1	11	107	12	107	-1
335	1	1	-1	1	11	107	13	111	-1
336	1	1	-1	1	11	107	13	114	-1
337	1	1	-1	1	11	107	13	117	-1
338	1	1	-1	1	11	107	14	121	-1
339	1	1	-1	1	11	107	14	124	-1
340	1	1	-1	1	11	107	14	127	-1
341	1	1	-1	1	11	107	15	131	-1
342	1	1	-1	1	11	107	15	134	-1
343	1	1	-1	1	11	107	15	137	-1
344	1	1	-1	1	11	107	16	141	-1
345	1	1	-1	1	11	107	16	144	-1
346	1	1	-1	1	11	107	16	147	-1
347	1	1	-1	1	11	107	17	151	-1
348	1	1	-1	1	11	107	17	154	-1
349	1	1	-1	1	11	107	17	157	-1
350	1	1	-1	1	11	107	18	161	-1
351	1	1	-1	1	11	107	18	164	-1
352	1	1	-1	1	11	107	18	167	-1
353	1	1	-1	1	11	107	19	171	-1
354	1	1	-1	1	11	107	19	174	-1
355	1	1	-1	1	11	107	19	177	-1
356	1	1	-1	1	11	107	20	181	-1
357	1	1	-1	1	11	107	20	184	-1
358	1	1	-1	1	11	107	20	187	-1
359	1	1	-1	1	11	107	21	191	-1
360	1	1	-1	1	11	107	21	194	-1
361	1	1	-1	1	11	107	21	197	-1
362	1	1	-1	1	-1	-1	-1	-1	-1
363	1	1	-1	1	-1	-1	-1	-1	-1
364	1	1	-1	1	-1	-1	-1	-1	-1
365	1	1	-1	1	16	80	-1	-1	-1
366	1	1	-1	1	54	-1	-1	-1	5
367	1	1	-1	1	55	-1	-1	-1	8
368	1	1	-1	1	56	-1	-1	-1	10
369	1	1	-1	1	57	-1	-1	-1	13
370	1	1	-1	1	58	-1	-1	-1	16
371	1	1	-1	1	59	-1	-1	-1	17
372	1	1	-1	1	60	86	-1	-1	-1
373	1	1	-1	1	-1	-1	-1	-1	-1
374	1	1	主线	19017	97	107	-1	-1	-1
375	1	1	竞技场	19018	16	80	-1	-1	-1
376	1	1	-1	1	-1	-1	-1	-1	-1
377	1	1	赠送体力	1	26	130	-1	-1	-1
378	1	1	消耗体力	1	97	107	-1	-1	-1
379	1	1	试炼宝箱	1	100	92	-1	-1	-1
380	1	1	获得金币	1	42	139	-1	-1	-1
381	1	1	合金升级	1	103	1	-1	-1	-1
382	1	1	赠送礼物	1	104	122	-1	-1	-1
383	1	1	会员加速	1	105	147	-1	-1	-1
384	1	1	培养神器	1	106	123	-1	-1	-1
385	1	1	装备抽取	1	50	115	-1	-1	-1
386	1	1	竞技胜利	1	16	80	-1	-1	-1
387	1	1	膜拜大神	1	16	80	-1	-1	-1
388	1	1	神秘商店购物	1	107	1	-1	-1	-1
389	1	1	-1	19019	99	-1	-1	-1	-1
390	1	1	-1	1	24	141	-1	-1	-1
391	1	1	-1	1	61	158	-1	-1	-1
392	1	1	-1	1	62	96	-1	-1	-1
393	1	1	-1	1	108	145	-1	-1	-1
394	1	1	-1	1	109	181	-1	-1	-1
395	1	1	-1	1	110	102	-1	-1	-1
396	1	1	-1	1	111	104	-1	-1	-1
397	1	1	-1	1	-1	-1	-1	-1	-1
398	1	1	-1	1	-1	-1	-1	-1	-1
399	1	1	-1	1	-1	-1	-1	-1	-1
400	1	1	-1	1	-1	-1	-1	-1	-1
401	1	1	-1	1	-1	-1	-1	-1	-1
402	1	1	-1	1	-1	-1	-1	-1	-1
403	1	1	-1	1	-1	-1	-1	-1	-1
404	1	1	-1	1	-1	-1	-1	-1	-1
405	1	1	-1	1	-1	-1	-1	-1	-1
406	1	1	-1	1	-1	-1	-1	-1	-1
407	1	1	-1	1	-1	-1	-1	-1	-1
408	1	1	-1	1	-1	-1	-1	-1	-1
409	1	1	-1	1	-1	-1	-1	-1	-1
410	1	1	-1	1	-1	-1	-1	-1	-1
411	1	1	-1	1	-1	-1	-1	-1	-1
412	1	1	-1	1	-1	-1	-1	-1	-1
413	1	1	-1	1	-1	-1	-1	-1	-1
414	1	1	-1	1	-1	-1	-1	-1	-1
415	1	1	-1	1	-1	-1	-1	-1	-1
416	1	1	-1	1	-1	-1	-1	-1	-1
417	1	1	-1	1	-1	-1	-1	-1	-1
418	1	1	-1	1	-1	-1	-1	-1	-1
419	1	1	-1	1	-1	-1	-1	-1	-1
420	1	1	-1	1	-1	-1	-1	-1	-1
421	1	1	-1	1	-1	-1	-1	-1	-1
422	1	1	-1	1	-1	-1	-1	-1	-1
423	1	1	-1	1	-1	-1	-1	-1	-1
424	1	1	-1	1	-1	-1	-1	-1	-1
425	1	1	-1	1	-1	-1	-1	-1	-1
426	1	1	-1	1	-1	-1	-1	-1	-1
427	1	1	-1	1	-1	-1	-1	-1	-1
428	1	1	-1	1	-1	-1	-1	-1	-1
429	1	1	-1	1	-1	-1	-1	-1	-1
430	1	1	-1	1	-1	-1	-1	-1	-1
431	1	1	-1	1	-1	-1	-1	-1	-1
432	1	1	-1	1	-1	-1	-1	-1	-1
433	1	1	-1	1	-1	-1	-1	-1	-1
434	1	1	-1	1	-1	-1	-1	-1	-1
435	1	1	-1	1	-1	-1	-1	-1	-1
436	1	1	-1	1	-1	-1	-1	-1	-1
437	1	1	-1	1	-1	-1	-1	-1	-1
438	1	1	-1	1	-1	-1	-1	-1	-1
439	1	1	-1	1	-1	-1	-1	-1	-1
440	1	1	-1	1	-1	-1	-1	-1	-1
441	1	1	-1	1	-1	-1	-1	-1	-1
442	1	1	-1	1	-1	-1	-1	-1	-1
443	1	1	-1	1	-1	-1	-1	-1	-1
444	1	1	-1	1	-1	-1	-1	-1	-1
445	1	1	-1	1	-1	-1	-1	-1	-1
446	1	1	-1	1	-1	-1	-1	-1	-1
447	1	1	-1	1	-1	-1	-1	-1	-1
448	1	1	-1	1	-1	-1	-1	-1	-1
449	1	1	-1	1	-1	-1	-1	-1	-1
450	1	1	-1	1	-1	-1	-1	-1	-1
451	1	1	-1	1	-1	-1	-1	-1	-1
452	1	1	-1	1	-1	-1	-1	-1	-1
453	1	1	-1	1	-1	-1	-1	-1	-1
454	1	1	-1	1	-1	-1	-1	-1	-1
455	1	1	-1	1	-1	-1	-1	-1	-1
456	1	1	-1	1	-1	-1	-1	-1	-1
457	1	1	-1	1	-1	-1	-1	-1	-1
458	1	1	-1	1	-1	-1	-1	-1	-1
459	1	1	-1	1	-1	-1	-1	-1	-1
460	1	1	-1	1	-1	-1	-1	-1	-1
461	1	1	-1	1	-1	-1	-1	-1	-1
462	1	1	-1	1	-1	-1	-1	-1	-1
463	1	1	-1	1	-1	-1	-1	-1	-1
464	1	1	-1	1	-1	-1	-1	-1	-1
465	1	1	-1	1	-1	-1	-1	-1	-1
466	1	1	-1	1	-1	-1	-1	-1	-1
467	1	1	-1	1	-1	-1	-1	-1	-1
468	1	1	-1	1	-1	-1	-1	-1	-1
469	1	1	-1	1	-1	-1	-1	-1	-1
470	1	1	-1	1	-1	-1	-1	-1	-1
471	1	1	-1	1	-1	-1	-1	-1	-1
472	1	1	-1	1	-1	-1	-1	-1	-1
473	1	1	-1	1	-1	-1	-1	-1	-1
474	1	1	-1	1	-1	-1	-1	-1	-1
475	1	1	-1	1	-1	-1	-1	-1	-1
476	1	1	-1	1	-1	-1	-1	-1	-1
477	1	1	-1	1	-1	-1	-1	-1	-1
478	1	1	-1	1	-1	-1	-1	-1	-1
