11	2011	3002	0	0	0	0	0	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103402	300,-1	30090	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	4	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	10	15
12	2012	3002	0	0	0	0	0	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108302	300,-1	30100	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	15
13	2013	3002	0	0	0	0	0	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108102	300,-1	30110	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	15
14	2014	3002	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101301	300,-1	31000	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	13,14	15
15	2015	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101602	300,-1	31010	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	15	15
16	2016	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103302	300,-1	31020	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	16,17	15
17	2017	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100202	300,-1	31030	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	18,19	15
18	2018	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101902	300,-1	31040	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	20	15
19	2019	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101802	300,-1	31050	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	21	15
20	2020	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101702	300,-1	31060	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	23	15
21	2021	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102702	300,-1	31070	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	26	15
22	2022	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101102	300,-1	31080	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	9	15
23	2023	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102202	300,-1	31090	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	29	15
24	2024	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101402	300,-1	31100	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	31	15
25	2025	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105302	300,-1	31110	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	32,33,34	15
26	2026	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100602	300,-1	31120	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	35,36	15
27	2027	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103602	300,-1	31130	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	37,39	15
28	2028	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100502	300,-1	31140	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	9	15
29	2029	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102902	300,-1	31150	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	43	15
30	2030	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104002	300,-1	31160	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	44,46	15
31	2031	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103702	300,-1	31170	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	15
32	2032	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103902	300,-1	31180	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	49	15
33	2033	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102002	300,-1	31190	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	50,52	15
34	2034	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102802	300,-1	31200	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	53,54	15
35	2035	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104102	300,-1	31210	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	55,57	15
36	2036	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103502	300,-1	31220	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	58,59	15
37	2037	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102302	300,-1	31230	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	60	15
38	2038	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103102	300,-1	31240	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	62,63	15
39	2039	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100802	300,-1	31250	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	15
40	2040	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104602	300,-1	31260	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	15
41	2041	3002	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103202	300,-1	31270	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	67	15
42	2042	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105602	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	68,69,70	-1
43	2043	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103802	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	71,72,73	-1
44	2044	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105002	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	74,75,76	-1
45	2045	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105501	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	77,78	-1
46	2046	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104202	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	80,81,82	-1
47	2047	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104302	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	83,84	-1
48	2048	3002	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104802	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	86,87,88	-1
49	2049	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104902	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	89,90,91	-1
50	2050	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104402	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	92,94	-1
51	2051	3002	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105101	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	95,96,97	-1
52	2052	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101101	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	98,99	-1
53	2053	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104702	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
54	2054	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103002	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	104,105,106	-1
55	2055	3002	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105402	300,-1	32010	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	107,108,109	-1
56	2056	3002	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104501	300,-1	33000	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	110,111,112	-1
57	2057	3002	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105201	300,-1	33010	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	1	3	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	113,114,115	-1
58	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
59	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
60	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
61	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
62	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
63	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
64	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
65	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
66	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
67	1	1	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100104	300,-1	40099	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	1	0	18	0	-1	-1	-1	3	-1	-1
68	2068	3003	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3002	-1	20820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	120	-1
69	2069	3004|3005	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3003	-1	21160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	121,122,123	2
70	2070	3004|3005	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3004	-1	21170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	124,125,126	2
71	2071	3004|3005	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3005	-1	21180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	127,128,129	2
72	2072	3004|3006	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3003	-1,320	21190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	130,131,132	2
73	2073	3004|3006	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3004	-1,320	21200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	133,134,135	2
74	2074	3004|3006	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3005	-1,320	21210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	136,137,138	2
75	2075	3004|3007	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3006	-1	20830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	139,140,141	3
76	2076	3004|3007	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3007	-1	20840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	142,143,144	3
77	2077	3004|3007	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008	-1	20850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	145,146,147	3
78	2078	3004|3008	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3006	-1,321	20860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	148,149,150	3
79	2079	3004|3008	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3007	-1,321	20870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	151,152,153	3
80	2080	3004|3008	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008	-1,321	20880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	154,155,156	3
81	2081	3004|3009	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3006	-1,322	20890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	157,158	4
82	2082	3004|3009	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3007	-1,322	20900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	159,160	4
83	2083	3004|3009	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3008	-1,322	20910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	161,162	4
84	2084	3004|3010	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3009	-1	20490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	163,164	4
85	2085	3004|3010	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3010	-1	20500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	165,166	4
86	2086	3004|3010	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3011	-1	20510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	167,168	4
87	2087	3004|3011	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3009	-1,323	20520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	169,170	5
88	2088	3004|3011	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3010	-1,323	20530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	171,172	5
89	2089	3004|3011	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3011	-1,323	20540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	173,174	5
90	2090	3004|3012	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	-1	20080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	175	5
91	2091	3004|3012	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013	-1	20090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	176	5
92	2092	3004|3012	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014	-1	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	177	5
93	2093	3004|3013	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	-1,324	20110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	178	6
94	2094	3004|3013	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013	-1,324	20120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	179	6
95	2095	3004|3013	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014	-1,324	20130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	180	6
96	2096	3004|3014	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	-1,325	20140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	181	6
97	2097	3004|3014	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013	-1,325	20150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	182	6
98	2098	3004|3014	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014	-1,325	20160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	183	6
99	2099	3004|3015	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	-1,326	20170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	184	7
100	2100	3004|3015	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013	-1,326	20180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	185	7
101	2101	3004|3015	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014	-1,326	20190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	186	7
102	2102	3004|3016	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	-1,327	20191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	187	7
103	2103	3004|3016	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013	-1,327	20192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	188	7
104	2104	3004|3016	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3014	-1,327	20193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	189	7
105	2105	3004|3017	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3015	-1,328	20194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	17	0	-1	-1	-1	5	190	8
