46	2	6	2	0	1,-1,1580000	1,953|2,367|0,7343	1110
47	2	6	3	1	2,-1,328	1,1047|2,403|0,8069	1180
48	2	6	4	1	2,-1,1680	1,1140|2,440|0,8795	1250
49	3	1	1	0	1,-1,150000	1,147|2,51|0,1075	150
50	3	1	2	0	1,-1,480000	1,196|2,68|0,1430	210
51	3	1	3	1	2,-1,98	1,244|2,85|0,1785	260
52	3	1	4	1	2,-1,480	1,293|2,102|0,2149	310
53	3	2	1	0	1,-1,180000	1,293|2,102|0,2149	310
54	3	2	2	0	1,-1,580000	1,358|2,125|0,2623	380
55	3	2	3	1	2,-1,128	1,406|2,142|0,2977	430
56	3	2	4	1	2,-1,620	1,489|2,170|0,3579	520
57	3	3	1	0	1,-1,210000	1,447|2,156|0,3278	520
58	3	3	2	0	1,-1,720000	1,510|2,178|0,3740	570
59	3	3	3	1	2,-1,158	1,569|2,199|0,4170	620
60	3	3	4	1	2,-1,780	1,651|2,227|0,4772	690
61	3	4	1	0	1,-1,240000	1,610|2,213|0,4471	690
62	3	4	2	0	1,-1,880000	1,671|2,234|0,4922	740
63	3	4	3	1	2,-1,198	1,732|2,255|0,5372	800
64	3	4	4	1	2,-1,900	1,813|2,284|0,5964	860
65	3	5	1	0	1,-1,300000	1,732|2,255|0,5372	860
66	3	5	2	0	1,-1,1280000	1,813|2,284|0,5964	920
67	3	5	3	1	2,-1,258	1,895|2,312|0,6566	970
68	3	5	4	1	2,-1,1180	1,976|2,340|0,7157	1040
69	3	6	1	0	1,-1,480000	1,895|2,312|0,6566	1040
70	3	6	2	0	1,-1,1580000	1,994|2,346|0,7285	1110
71	3	6	3	1	2,-1,328	1,1092|2,380|0,8005	1180
72	3	6	4	1	2,-1,1680	1,1189|2,415|0,8725	1250
73	4	1	1	0	1,-1,150000	1,134|2,58|0,1102	150
74	4	1	2	0	1,-1,480000	1,179|2,77|0,1466	210
75	4	1	3	1	2,-1,98	1,223|2,96|0,1830	260
76	4	1	4	1	2,-1,480	1,268|2,115|0,2203	310
77	4	2	1	0	1,-1,180000	1,268|2,115|0,2203	310
78	4	2	2	0	1,-1,580000	1,328|2,141|0,2689	380
79	4	2	3	1	2,-1,128	1,372|2,160|0,3052	430
80	4	2	4	1	2,-1,620	1,447|2,192|0,3669	520
81	4	3	1	0	1,-1,210000	1,409|2,175|0,3361	520
82	4	3	2	0	1,-1,720000	1,467|2,200|0,3834	570
83	4	3	3	1	2,-1,158	1,521|2,223|0,4275	620
84	4	3	4	1	2,-1,780	1,595|2,256|0,4892	690
85	4	4	1	0	1,-1,240000	1,558|2,239|0,4583	690
86	4	4	2	0	1,-1,880000	1,614|2,263|0,5046	740
87	4	4	3	1	2,-1,198	1,670|2,287|0,5508	800
88	4	4	4	1	2,-1,900	1,744|2,319|0,6114	860
89	4	5	1	0	1,-1,300000	1,670|2,287|0,5508	860
90	4	5	2	0	1,-1,1280000	1,744|2,319|0,6114	920
91	4	5	3	1	2,-1,258	1,819|2,351|0,6731	970
92	4	5	4	1	2,-1,1180	1,893|2,383|0,7337	1040
93	4	6	1	0	1,-1,480000	1,819|2,351|0,6731	1040
94	4	6	2	0	1,-1,1580000	1,909|2,389|0,7468	1110
95	4	6	3	1	2,-1,328	1,999|2,427|0,8206	1180
96	4	6	4	1	2,-1,1680	1,1088|2,467|0,8945	1250
97	5	1	1	0	1,-1,150000	1,140|2,55|0,1093	150
98	5	1	2	0	1,-1,480000	1,187|2,73|0,1455	210
99	5	1	3	1	2,-1,98	1,233|2,91|0,1815	260
100	5	1	4	1	2,-1,480	1,280|2,109|0,2186	310
101	5	2	1	0	1,-1,180000	1,280|2,109|0,2186	310
102	5	2	2	0	1,-1,580000	1,342|2,133|0,2667	380
103	5	2	3	1	2,-1,128	1,388|2,151|0,3028	430
104	5	2	4	1	2,-1,620	1,466|2,181|0,3640	520
105	5	3	1	0	1,-1,210000	1,427|2,165|0,3334	520
106	5	3	2	0	1,-1,720000	1,487|2,189|0,3803	570
107	5	3	3	1	2,-1,158	1,543|2,210|0,4241	620
108	5	3	4	1	2,-1,780	1,621|2,241|0,4853	690
109	5	4	1	0	1,-1,240000	1,582|2,226|0,4547	690
110	5	4	2	0	1,-1,880000	1,640|2,248|0,5006	740
111	5	4	3	1	2,-1,198	1,699|2,271|0,5464	800
112	5	4	4	1	2,-1,900	1,776|2,301|0,6066	860
113	5	5	1	0	1,-1,300000	1,699|2,271|0,5464	860
114	5	5	2	0	1,-1,1280000	1,776|2,301|0,6066	920
115	5	5	3	1	2,-1,258	1,854|2,331|0,6678	970
116	5	5	4	1	2,-1,1180	1,931|2,361|0,7279	1040
117	5	6	1	0	1,-1,480000	1,854|2,331|0,6678	1040
118	5	6	2	0	1,-1,1580000	1,948|2,367|0,7409	1110
119	5	6	3	1	2,-1,328	1,1042|2,403|0,8141	1180
120	5	6	4	1	2,-1,1680	1,1135|2,440|0,8874	1250
121	6	1	1	0	1,-1,150000	1,129|2,61|0,1130	150
122	6	1	2	0	1,-1,480000	1,172|2,81|0,1504	210
123	6	1	3	1	2,-1,98	1,214|2,101|0,1877	260
124	6	1	4	1	2,-1,480	1,257|2,122|0,2260	310
125	6	2	1	0	1,-1,180000	1,257|2,122|0,2260	310
126	6	2	2	0	1,-1,580000	1,314|2,149|0,2758	380
127	6	2	3	1	2,-1,128	1,356|2,169|0,3131	430
128	6	2	4	1	2,-1,620	1,428|2,202|0,3763	520
129	6	3	1	0	1,-1,210000	1,391|2,185|0,3447	520
130	6	3	2	0	1,-1,720000	1,446|2,211|0,3932	570
131	6	3	3	1	2,-1,158	1,498|2,236|0,4385	620
132	6	3	4	1	2,-1,780	1,570|2,270|0,5017	690
133	6	4	1	0	1,-1,240000	1,534|2,253|0,4701	690
134	6	4	2	0	1,-1,880000	1,588|2,278|0,5176	740
135	6	4	3	1	2,-1,198	1,641|2,303|0,5649	800
136	6	4	4	1	2,-1,900	1,712|2,337|0,6271	860
137	6	5	1	0	1,-1,300000	1,641|2,303|0,5649	860
138	6	5	2	0	1,-1,1280000	1,712|2,337|0,6271	920
139	6	5	3	1	2,-1,258	1,784|2,371|0,6904	970
140	6	5	4	1	2,-1,1180	1,854|2,404|0,7525	1040
141	6	6	1	0	1,-1,480000	1,784|2,371|0,6904	1040
142	6	6	2	0	1,-1,1580000	1,870|2,411|0,7660	1110
143	6	6	3	1	2,-1,328	1,956|2,452|0,8417	1180
144	6	6	4	1	2,-1,1680	1,1041|2,493|0,9174	1250
145	7	1	1	0	1,-1,150000	1,132|2,59|0,1130	150
146	7	1	2	0	1,-1,480000	1,176|2,79|0,1504	210
147	7	1	3	1	2,-1,98	1,219|2,99|0,1877	260
148	7	1	4	1	2,-1,480	1,263|2,118|0,2260	310
149	7	2	1	0	1,-1,180000	1,263|2,118|0,2260	310
150	7	2	2	0	1,-1,580000	1,321|2,145|0,2758	380
151	7	2	3	1	2,-1,128	1,364|2,164|0,3131	430
152	7	2	4	1	2,-1,620	1,438|2,197|0,3763	520
153	7	3	1	0	1,-1,210000	1,401|2,180|0,3447	520
154	7	3	2	0	1,-1,720000	1,457|2,205|0,3932	570
155	7	3	3	1	2,-1,158	1,510|2,229|0,4385	620
156	7	3	4	1	2,-1,780	1,584|2,262|0,5017	690
157	7	4	1	0	1,-1,240000	1,547|2,246|0,4701	690
158	7	4	2	0	1,-1,880000	1,602|2,270|0,5176	740
159	7	4	3	1	2,-1,198	1,657|2,295|0,5649	800
160	7	4	4	1	2,-1,900	1,729|2,327|0,6271	860
161	7	5	1	0	1,-1,300000	1,657|2,295|0,5649	860
162	7	5	2	0	1,-1,1280000	1,729|2,327|0,6271	920
163	7	5	3	1	2,-1,258	1,803|2,360|0,6904	970
164	7	5	4	1	2,-1,1180	1,875|2,393|0,7525	1040
165	7	6	1	0	1,-1,480000	1,803|2,360|0,6904	1040
166	7	6	2	0	1,-1,1580000	1,891|2,400|0,7660	1110
167	7	6	3	1	2,-1,328	1,979|2,439|0,8417	1180
168	7	6	4	1	2,-1,1680	1,1066|2,479|0,9174	1250
169	8	1	1	0	1,-1,150000	1,144|2,53|0,1093	150
170	8	1	2	0	1,-1,480000	1,191|2,71|0,1455	210
171	8	1	3	1	2,-1,98	1,239|2,88|0,1815	260
172	8	1	4	1	2,-1,480	1,287|2,106|0,2186	310
173	8	2	1	0	1,-1,180000	1,287|2,106|0,2186	310
174	8	2	2	0	1,-1,580000	1,350|2,129|0,2667	380
175	8	2	3	1	2,-1,128	1,397|2,147|0,3028	430
176	8	2	4	1	2,-1,620	1,478|2,176|0,3640	520
177	8	3	1	0	1,-1,210000	1,437|2,161|0,3334	520
178	8	3	2	0	1,-1,720000	1,498|2,183|0,3803	570
179	8	3	3	1	2,-1,158	1,556|2,204|0,4241	620
180	8	3	4	1	2,-1,780	1,636|2,234|0,4853	690
181	8	4	1	0	1,-1,240000	1,596|2,219|0,4547	690
182	8	4	2	0	1,-1,880000	1,656|2,241|0,5006	740
183	8	4	3	1	2,-1,198	1,716|2,263|0,5464	800
184	8	4	4	1	2,-1,900	1,794|2,292|0,6066	860
185	8	5	1	0	1,-1,300000	1,716|2,263|0,5464	860
186	8	5	2	0	1,-1,1280000	1,794|2,292|0,6066	920
187	8	5	3	1	2,-1,258	1,875|2,322|0,6678	970
188	8	5	4	1	2,-1,1180	1,954|2,351|0,7279	1040
189	8	6	1	0	1,-1,480000	1,875|2,322|0,6678	1040
190	8	6	2	0	1,-1,1580000	1,971|2,357|0,7409	1110
191	8	6	3	1	2,-1,328	1,1067|2,392|0,8141	1180
192	8	6	4	1	2,-1,1680	1,1162|2,428|0,8874	1250
193	9	1	1	0	1,-1,150000	1,138|2,56|0,1102	150
194	9	1	2	0	1,-1,480000	1,184|2,75|0,1466	210
195	9	1	3	1	2,-1,98	1,229|2,93|0,1830	260
196	9	1	4	1	2,-1,480	1,275|2,112|0,2203	310
197	9	2	1	0	1,-1,180000	1,275|2,112|0,2203	310
198	9	2	2	0	1,-1,580000	1,335|2,137|0,2689	380
199	9	2	3	1	2,-1,128	1,381|2,155|0,3052	430
200	9	2	4	1	2,-1,620	1,458|2,186|0,3669	520
201	9	3	1	0	1,-1,210000	1,419|2,170|0,3361	520
202	9	3	2	0	1,-1,720000	1,478|2,194|0,3834	570
203	9	3	3	1	2,-1,158	1,533|2,217|0,4275	620
204	9	3	4	1	2,-1,780	1,610|2,248|0,4892	690
205	9	4	1	0	1,-1,240000	1,572|2,232|0,4583	690
206	9	4	2	0	1,-1,880000	1,629|2,256|0,5046	740
207	9	4	3	1	2,-1,198	1,686|2,279|0,5508	800
208	9	4	4	1	2,-1,900	1,762|2,310|0,6114	860
209	9	5	1	0	1,-1,300000	1,686|2,279|0,5508	860
210	9	5	2	0	1,-1,1280000	1,762|2,310|0,6114	920
211	9	5	3	1	2,-1,258	1,839|2,341|0,6731	970
212	9	5	4	1	2,-1,1180	1,914|2,372|0,7337	1040
213	9	6	1	0	1,-1,480000	1,839|2,341|0,6731	1040
214	9	6	2	0	1,-1,1580000	1,931|2,378|0,7468	1110
215	9	6	3	1	2,-1,328	1,1023|2,415|0,8206	1180
216	9	6	4	1	2,-1,1680	1,1114|2,453|0,8945	1250
217	10	1	1	0	1,-1,150000	1,121|2,50|0,972	150
218	10	1	2	0	1,-1,480000	1,162|2,66|0,1294	210
219	10	1	3	1	2,-1,98	1,202|2,82|0,1614	260
220	10	1	4	1	2,-1,480	1,242|2,99|0,1944	310
221	10	2	1	0	1,-1,180000	1,242|2,99|0,1944	310
222	10	2	2	0	1,-1,580000	1,296|2,121|0,2373	380
223	10	2	3	1	2,-1,128	1,336|2,137|0,2693	430
224	10	2	4	1	2,-1,620	1,404|2,164|0,3238	520
225	10	3	1	0	1,-1,210000	1,370|2,150|0,2965	520
226	10	3	2	0	1,-1,720000	1,422|2,172|0,3383	570
227	10	3	3	1	2,-1,158	1,471|2,191|0,3772	620
228	10	3	4	1	2,-1,780	1,538|2,219|0,4316	690
229	10	4	1	0	1,-1,240000	1,504|2,205|0,4044	690
230	10	4	2	0	1,-1,880000	1,555|2,226|0,4452	740
231	10	4	3	1	2,-1,198	1,605|2,246|0,4860	800
232	10	4	4	1	2,-1,900	1,672|2,273|0,5395	860
233	10	5	1	0	1,-1,300000	1,605|2,246|0,4860	860
234	10	5	2	0	1,-1,1280000	1,672|2,273|0,5395	920
235	10	5	3	1	2,-1,258	1,740|2,301|0,5939	970
236	10	5	4	1	2,-1,1180	1,807|2,328|0,6474	1040
237	10	6	1	0	1,-1,480000	1,740|2,301|0,5939	1040
238	10	6	2	0	1,-1,1580000	1,821|2,334|0,6590	1110
239	10	6	3	1	2,-1,328	1,902|2,367|0,7241	1180
240	10	6	4	1	2,-1,1680	1,983|2,400|0,7892	1250
241	11	1	1	0	1,-1,150000	1,127|2,47|0,965	150
242	11	1	2	0	1,-1,480000	1,169|2,62|0,1284	210
243	11	1	3	1	2,-1,98	1,211|2,78|0,1602	260
244	11	1	4	1	2,-1,480	1,253|2,93|0,1929	310
245	11	2	1	0	1,-1,180000	1,253|2,93|0,1929	310
246	11	2	2	0	1,-1,580000	1,309|2,114|0,2354	380
247	11	2	3	1	2,-1,128	1,350|2,130|0,2672	430
248	11	2	4	1	2,-1,620	1,421|2,155|0,3212	520
249	11	3	1	0	1,-1,210000	1,385|2,142|0,2942	520
250	11	3	2	0	1,-1,720000	1,440|2,162|0,3356	570
251	11	3	3	1	2,-1,158	1,491|2,180|0,3742	620
252	11	3	4	1	2,-1,780	1,561|2,207|0,4282	690
253	11	4	1	0	1,-1,240000	1,526|2,194|0,4012	690
254	11	4	2	0	1,-1,880000	1,579|2,213|0,4417	740
255	11	4	3	1	2,-1,198	1,631|2,232|0,4821	800
256	11	4	4	1	2,-1,900	1,701|2,258|0,5352	860
257	11	5	1	0	1,-1,300000	1,631|2,232|0,4821	860
258	11	5	2	0	1,-1,1280000	1,701|2,258|0,5352	920
259	11	5	3	1	2,-1,258	1,772|2,284|0,5892	970
260	11	5	4	1	2,-1,1180	1,842|2,309|0,6423	1040
261	11	6	1	0	1,-1,480000	1,772|2,284|0,5892	1040
262	11	6	2	0	1,-1,1580000	1,857|2,315|0,6538	1110
263	11	6	3	1	2,-1,328	1,941|2,346|0,7184	1180
264	11	6	4	1	2,-1,1680	1,1025|2,377|0,7830	1250
265	12	1	1	0	1,-1,150000	1,116|2,52|0,997	150
266	12	1	2	0	1,-1,480000	1,155|2,70|0,1327	210
267	12	1	3	1	2,-1,98	1,193|2,87|0,1656	260
268	12	1	4	1	2,-1,480	1,232|2,104|0,1994	310
269	12	2	1	0	1,-1,180000	1,232|2,104|0,1994	310
270	12	2	2	0	1,-1,580000	1,283|2,128|0,2434	380
271	12	2	3	1	2,-1,128	1,321|2,145|0,2763	430
272	12	2	4	1	2,-1,620	1,387|2,174|0,3321	520
273	12	3	1	0	1,-1,210000	1,354|2,159|0,3042	520
274	12	3	2	0	1,-1,720000	1,404|2,181|0,3470	570
275	12	3	3	1	2,-1,158	1,450|2,202|0,3869	620
276	12	3	4	1	2,-1,780	1,515|2,232|0,4427	690
277	12	4	1	0	1,-1,240000	1,483|2,217|0,4148	690
278	12	4	2	0	1,-1,880000	1,531|2,238|0,4567	740
279	12	4	3	1	2,-1,198	1,579|2,260|0,4985	800
280	12	4	4	1	2,-1,900	1,643|2,289|0,5534	860
281	12	5	1	0	1,-1,300000	1,579|2,260|0,4985	860
282	12	5	2	0	1,-1,1280000	1,643|2,289|0,5534	920
283	12	5	3	1	2,-1,258	1,708|2,318|0,6092	970
284	12	5	4	1	2,-1,1180	1,772|2,347|0,6641	1040
285	12	6	1	0	1,-1,480000	1,708|2,318|0,6092	1040
286	12	6	2	0	1,-1,1580000	1,786|2,353|0,6760	1110
287	12	6	3	1	2,-1,328	1,864|2,387|0,7428	1180
288	12	6	4	1	2,-1,1680	1,941|2,423|0,8096	1250
