22	22	1	1	-1,1,34000-34000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
23	23	1	1	-1,1,22000-22000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
24	24	1	1	-1,1,30000-30000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
25	25	1	1	-1,1,35000-35000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
26	26	1	1	-1,1,24000-24000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
27	27	1	1	-1,1,32000-32000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
28	28	1	1	-1,1,40000-40000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
29	29	1	1	-1,1,26000-26000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
30	30	1	1	-1,1,34000-34000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
31	31	1	1	-1,1,45000-45000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
32	32	1	1	-1,1,28000-28000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
33	33	1	1	-1,1,36000-36000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
34	34	1	1	-1,1,50000-50000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
35	35	1	1	-1,1,30000-30000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
36	36	1	1	-1,1,38000-38000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
37	37	1	1	-1,1,55000-55000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
38	38	1	1	-1,1,32000-32000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
39	39	1	1	-1,1,40000-40000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
40	40	1	1	-1,1,60000-60000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
41	41	1	1	-1,1,34000-34000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
42	42	1	1	-1,1,42000-42000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
43	43	1	1	-1,1,65000-65000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
44	44	1	1	-1,1,36000-36000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
45	45	1	1	-1,1,44000-44000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
46	46	1	1	-1,1,70000-70000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
47	47	1	1	-1,1,38000-38000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
48	48	1	1	-1,1,46000-46000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
49	49	1	1	-1,1,75000-75000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
50	50	1	1	-1,1,40000-40000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
51	51	1	1	-1,1,48000-48000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
52	52	1	1	-1,1,80000-80000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
53	53	1	1	-1,1,42000-42000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
54	54	1	1	-1,1,50000-50000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
55	55	1	1	-1,1,85000-85000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
56	56	1	1	-1,1,44000-44000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
57	57	1	1	-1,1,52000-52000,1-1|-1,2,30-30,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
58	58	1	1	-1,1,90000-90000,1-1|-1,2,60-60,1-1|-1,34,1-1,1-1|56,6,1-1,1-1
59	201	1	1	-1,1,20000-20000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
60	202	1	1	-1,1,110000-110000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
61	203	1	1	-1,1,120000-120000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
62	204	1	1	-1,1,130000-130000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
63	205	1	1	-1,1,140000-140000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
64	206	1	1	-1,1,150000-150000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
65	207	1	1	-1,1,160000-160000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
66	208	1	1	-1,1,170000-170000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
67	209	1	1	-1,1,180000-180000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
68	210	1	1	-1,1,190000-190000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
69	211	1	1	-1,1,200000-200000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
70	212	1	1	-1,1,210000-210000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
71	213	1	1	-1,1,110000-110000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
72	214	1	1	-1,1,120000-120000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
73	215	1	1	-1,1,130000-130000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
74	216	1	1	-1,1,140000-140000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
75	217	1	1	-1,1,150000-150000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
76	218	1	1	-1,1,160000-160000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
77	219	1	1	-1,1,170000-170000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
78	220	1	1	-1,1,180000-180000,1-1|-1,2,100-100,1-1|-1,34,1-1,1-1|25,6,1-1,1-1
79	301	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,2-2,1-1|236,6,15-15,1-1
80	302	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,2-2,1-1|236,6,15-15,1-1
81	303	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,2-2,1-1|236,6,15-15,1-1
82	304	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,2-2,1-1|236,6,15-15,1-1
83	305	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,3-3,1-1|236,6,15-15,1-1
84	306	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,3-3,1-1|236,6,15-15,1-1
85	307	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
86	308	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
87	309	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
88	310	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
89	311	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
90	312	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
91	313	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
92	314	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
93	315	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
94	316	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
95	317	1	1	242,6,80-80,1-1|237,6,5-5,1-1|-1,34,4-4,1-1|236,6,15-15,1-1
96	5001	1	1	-1,1,12000-12000,1-1|-1,2,20-20,1-1|68,6,10-10,1-1
97	5002	1	1	71,6,1-1,1-1|-1,2,10-10,1-1|70,6,1-1,1-1|69,6,1-1,1-1
98	5003	1	1	71,6,1-1,1-1|-1,2,10-10,1-1|70,6,1-1,1-1|69,6,1-1,1-1
99	5004	1	1	71,6,1-1,1-1|-1,2,10-10,1-1|70,6,1-1,1-1|69,6,1-1,1-1
100	5005	1	1	71,6,2-2,1-1|-1,2,10-10,1-1|70,6,2-2,1-1|69,6,2-2,1-1
101	5006	1	1	71,6,2-2,1-1|-1,2,10-10,1-1|70,6,2-2,1-1|69,6,2-2,1-1
102	5007	1	1	71,6,2-2,1-1|-1,2,10-10,1-1|70,6,2-2,1-1|69,6,2-2,1-1
103	5008	1	1	-1,1,3000-3000,1-1|-1,2,10-10,1-1|72,6,2-2,1-1
104	5009	1	1	-1,1,3000-3000,1-1|-1,2,10-10,1-1|73,6,2-2,1-1
105	5010	1	1	-1,1,3000-3000,1-1|-1,2,10-10,1-1|74,6,2-2,1-1
106	5011	1	1	-1,1,3000-3000,1-1|-1,2,10-10,1-1|72,6,3-3,1-1
107	5012	1	1	-1,1,3000-3000,1-1|-1,2,10-10,1-1|73,6,3-3,1-1
108	5013	1	1	-1,1,3000-3000,1-1|-1,2,10-10,1-1|74,6,3-3,1-1
109	5014	1	1	-1,1,5000-5000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
110	5015	1	1	-1,1,5000-5000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
111	5016	1	1	-1,1,5000-5000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
112	5017	1	1	-1,1,6000-6000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
113	5018	1	1	-1,1,6000-6000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
114	5019	1	1	-1,1,6000-6000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
115	5020	1	1	-1,1,7000-7000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
116	5021	1	1	-1,1,7000-7000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
117	5022	1	1	-1,1,7000-7000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
118	5023	1	1	-1,1,8000-8000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
119	5024	1	1	-1,1,8000-8000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
120	5025	1	1	-1,1,8000-8000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
121	5026	1	1	-1,1,10000-10000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
122	5027	1	1	-1,1,10000-10000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
123	5028	1	1	-1,1,10000-10000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
124	5029	1	1	-1,1,12000-12000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
125	5030	1	1	-1,1,12000-12000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
126	5031	1	1	-1,1,12000-12000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
127	5032	1	1	-1,1,14000-14000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
128	5033	1	1	-1,1,14000-14000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
129	5034	1	1	-1,1,14000-14000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
130	5035	1	1	-1,1,16000-16000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
131	5036	1	1	-1,1,16000-16000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
132	5037	1	1	-1,1,16000-16000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
133	5038	1	1	-1,1,18000-18000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
134	5039	1	1	-1,1,18000-18000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
135	5040	1	1	-1,1,18000-18000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
136	5041	1	1	-1,1,30000-30000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
137	5042	1	1	-1,1,30000-30000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
138	5043	1	1	-1,1,30000-30000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
139	5044	1	1	-1,1,32000-32000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
140	5045	1	1	-1,1,32000-32000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
141	5046	1	1	-1,1,32000-32000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
142	5047	1	1	-1,1,34000-34000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
143	5048	1	1	-1,1,34000-34000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
144	5049	1	1	-1,1,34000-34000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
145	5050	1	1	-1,1,36000-36000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
146	5051	1	1	-1,1,36000-36000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
147	5052	1	1	-1,1,36000-36000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
148	5053	1	1	-1,1,38000-38000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
149	5054	1	1	-1,1,38000-38000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
150	5055	1	1	-1,1,38000-38000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
151	5056	1	1	-1,1,40000-40000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
152	5057	1	1	-1,1,40000-40000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
153	5058	1	1	-1,1,40000-40000,1-1|-1,2,10-10,1-1|-1,34,1-1,1-1
154	5201	1	1	-1,1,12000-12000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|56,6,2-2,1-1
155	5202	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|51,6,2-2,1-1
156	5203	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|45,6,2-2,1-1
157	5204	1	1	-1,1,12000-12000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|117,6,2-2,1-1
158	5205	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|52,6,2-2,1-1
159	5206	1	1	-1,1,12000-12000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|117,6,2-2,1-1
160	5207	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|14,6,2-2,1-1
161	5208	1	1	-1,1,12000-12000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|118,6,2-2,1-1
162	5209	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|48,6,2-2,1-1
163	5210	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|43,6,2-2,1-1
164	5211	1	1	-1,1,2000-2000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|51,6,2-2,1-1
165	5212	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|118,6,2-2,1-1
166	5213	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|55,6,2-2,1-1
167	5214	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|56,6,2-2,1-1
168	5215	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|49,6,2-2,1-1
169	5216	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|119,6,2-2,1-1
170	5217	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|57,6,2-2,1-1
171	5218	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|119,6,2-2,1-1
172	5219	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|54,6,2-2,1-1
173	5220	1	1	-1,1,6000-6000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|26,6,2-2,1-1
174	5221	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|119,6,2-2,1-1
175	5222	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|44,6,2-2,1-1
176	5223	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|119,6,2-2,1-1
177	5224	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|25,6,2-2,1-1
178	5225	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|47,6,2-2,1-1
179	5226	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|120,6,2-2,1-1
180	5227	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|42,6,2-2,1-1
181	5228	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|120,6,2-2,1-1
182	5229	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|17,6,2-2,1-1
183	5230	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|34,6,2-2,1-1
184	5231	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|121,6,2-2,1-1
185	5232	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|57,6,2-2,1-1
186	5233	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|49,6,2-2,1-1
187	5234	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|48,6,2-2,1-1
188	5235	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|16,6,2-2,1-1
189	5236	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|122,6,2-2,1-1
190	5237	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|56,6,2-2,1-1
191	5238	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|122,6,2-2,1-1
192	5239	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|17,6,2-2,1-1
193	5240	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|49,6,2-2,1-1
194	5241	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|123,6,2-2,1-1
195	5242	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|55,6,2-2,1-1
196	5243	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|123,6,2-2,1-1
197	5244	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|51,6,2-2,1-1
198	5245	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|29,6,2-2,1-1
199	5246	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|124,6,2-2,1-1
200	5247	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|45,6,2-2,1-1
201	5248	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|124,6,2-2,1-1
202	5249	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|52,6,2-2,1-1
203	5250	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|14,6,2-2,1-1
204	5251	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|125,6,2-2,1-1
205	5252	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|54,6,2-2,1-1
206	5253	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|125,6,2-2,1-1
207	5254	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|47,6,2-2,1-1
208	5255	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|33,6,2-2,1-1
209	5256	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|126,6,2-2,1-1
210	5257	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|36,6,2-2,1-1
211	5258	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|38,6,2-2,1-1
212	5259	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|43,6,2-2,1-1
213	5260	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|35,6,2-2,1-1
214	5261	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|127,6,2-2,1-1
215	5262	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|34,6,2-2,1-1
216	5263	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|127,6,2-2,1-1
217	5264	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|26,6,2-2,1-1
218	5265	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|25,6,2-2,1-1
219	5266	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|128,6,2-2,1-1
220	5267	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|44,6,2-2,1-1
221	5268	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|18,6,2-2,1-1
222	5269	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|42,6,2-2,1-1
223	5270	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|19,6,2-2,1-1
224	5271	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|129,6,2-2,1-1
225	5272	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|57,6,2-2,1-1
226	5273	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|37,6,2-2,1-1
227	5274	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|16,6,2-2,1-1
228	5275	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|27,6,2-2,1-1
229	5276	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|130,6,2-2,1-1
230	5277	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|36,6,2-2,1-1
231	5278	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|130,6,2-2,1-1
232	5279	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|48,6,2-2,1-1
233	5280	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|42,6,2-2,1-1
234	5281	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|131,6,2-2,1-1
235	5282	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|45,6,2-2,1-1
236	5283	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|131,6,2-2,1-1
237	5284	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|50,6,2-2,1-1
238	5285	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|33,6,2-2,1-1
239	5286	1	1	-1,1,10000-10000,1-1|-1,2,20-20,1-1|-1,34,1-1,1-1|132,6,2-2,1-1
