33	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
34	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
35	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
36	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
37	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
38	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
39	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
40	1	1	1	1	2	2	2	3	3	3	4	4	5	5	5	5	5	5	5	5	5
41	1	1	1	1	1	2	2	2	2	3	3	3	4	4	4	4	4	4	4	4	4
42	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44	1	1	5	6	7	8	9	10	11	12	13	14	15	16	17	17	17	17	17	17	17
45	1	1	0	1	1	2	2	2	2	3	3	3	3	4	4	4	4	4	4	4	4
46	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
48	1	1	36	37	38	39	40	41	42	43	44	45	46	47	48	-1	-1	-1	-1	-1	-1
49	1	1	20	25	30	40	50	60	70	80	90	100	150	200	300	300	300	300	300	300	300
50	1	1	1	2	2	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4
51	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
52	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
53	1	1	2	2	2	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4
54	1	1	0	0	0	0	0	1	1	2	2	3	3	4	4	4	4	4	4	4	4
55	1	1	0	0	0	5000	5000	10000	10000	20000	20000	35000	35000	35000	35000	35000	35000	35000	35000	35000	35000
56	1	1	0	0	0	200	200	500	500	1000	1000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
57	1	10	10	15	15	15	20	20	25	30	30	30	30	30	30	35	35	35	35	35	35
58	1	1	1	3	5	7	9	12	15	20	25	30	35	40	50	60	80	100	100	100	100
59	1	300	300	300	300	60	60	60	60	60	60	5	5	5	5	5	5	5	5	5	5
60	1	0	0	1	1	1	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3
61	1	3	3	6	8	10	11	12	13	14	15	16	17	18	20	25	28	30	30	30	30
62	1	2	2	5	7	9	12	16	20	25	30	35	40	50	60	80	100	160	160	160	160
63	1	5	5	6	6	6	7	11	11	15	15	16	17	17	18	20	21	22	22	22	23
64	1	120	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	17	17	17
65	1	20	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200
66	1	0	0	0	0	0	0	0	0	50	50	50	52	52	52	54	54	54	56	56	58
67	1	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	3	4	4	4	4
