48	2	0	0	0	0	13	1	0	0	0	5	5000	1
49	2	0	0	0	0	3	1	0	0	0	5	7000	1
50	2	0	0	0	0	6	1	0	0	0	5	15000	1
51	2	0	0	0	0	49	1	0	0	0	5	5000	1
52	2	0	0	0	0	48	1	0	0	0	5	5000	1
53	2	0	0	0	0	50	1	0	0	0	5	5000	1
54	2	0	0	0	0	51	1	0	0	0	5	5000	1
55	2	0	0	0	0	542	1	0	0	0	5	7000	1
56	2	0	0	0	0	543	1	0	0	0	5	7000	1
57	2	0	0	0	0	544	1	0	0	0	5	7000	1
58	2	0	0	0	0	545	1	0	0	0	5	7000	1
59	2	0	0	0	0	546	1	0	0	0	5	7000	1
60	2	0	0	0	0	0	0	114	1	0	5	5000	1
61	2	0	0	0	0	0	0	116	1	0	5	5000	1
62	2	0	0	0	0	14	1	0	0	0	4	2000	1
63	2	0	0	0	0	11	1	0	0	0	4	2000	1
64	2	0	0	0	0	2	1	0	0	0	4	4000	1
65	2	0	0	0	0	5	1	0	0	0	4	8000	1
66	2	0	0	0	0	550	1	0	0	0	4	5000	1
67	2	0	0	0	0	564	1	0	0	0	4	5000	1
68	2	0	0	0	0	52	1	0	0	0	4	2000	1
69	2	0	0	0	0	538	1	0	0	0	4	6000	1
70	2	0	0	0	0	536	1	0	0	0	4	6000	1
71	2	0	0	0	0	537	1	0	0	0	4	6000	1
72	2	0	0	0	0	539	1	0	0	0	4	6000	1
73	2	0	0	0	0	540	1	0	0	0	4	6000	1
74	2	0	0	0	0	0	0	115	1	0	4	6000	1
75	2	0	0	0	0	0	0	117	1	0	4	6000	1
76	2	0	0	0	0	9	1	0	0	0	3	6000	1
77	2	0	0	0	0	10	1	0	0	0	3	6000	1
78	2	0	0	0	0	549	1	0	0	0	1	3000	1
79	4	0	0	0	0	20	1	0	0	0	1	100000	1
80	4	0	0	0	0	25	1	0	0	0	1	100000	1
81	4	0	0	0	0	536	1	0	0	0	1	100000	1
82	4	0	0	0	0	537	1	0	0	0	1	100000	1
83	4	0	0	0	0	538	1	0	0	0	1	100000	1
84	4	0	0	0	0	539	1	0	0	0	1	100000	1
85	4	0	0	0	0	540	1	0	0	0	1	100000	1
86	4	0	0	0	0	541	1	0	0	0	1	100000	1
87	4	0	0	0	0	542	1	0	0	0	1	100000	1
88	4	0	0	0	0	543	1	0	0	0	1	100000	1
89	4	0	0	0	0	544	1	0	0	0	1	100000	1
90	4	0	0	0	0	545	1	0	0	0	1	100000	1
91	4	0	0	0	0	546	1	0	0	0	1	100000	1
92	4	0	0	0	0	547	1	0	0	0	1	100000	1
93	4	0	0	0	0	9	1	0	0	0	1	100000	1
94	4	0	0	0	0	10	1	0	0	0	1	100000	1
95	4	0	0	0	0	49	1	0	0	0	1	100000	1
96	4	0	0	0	0	48	1	0	0	0	1	100000	1
97	4	0	0	0	0	14	1	0	0	0	1	100000	1
98	4	0	0	0	0	388	1	0	0	0	1	100000	1
99	4	0	0	0	0	394	1	0	0	0	1	100000	1
100	5	0	0	0	0	0	0	131	20	0	1	12000000	-10
101	5	0	0	0	0	0	0	121	20	0	1	20000000	-10
102	5	0	0	0	0	0	0	11	20	0	1	20000000	-10
103	5	0	0	0	0	673	0	0	20	0	1	40000000	-10
104	5	0	0	0	0	0	0	90	1	0	1	800000	1
105	5	0	0	0	0	0	0	91	1	0	1	800000	1
106	5	0	0	0	0	0	0	92	1	0	1	800000	1
107	5	0	0	0	0	0	0	93	1	0	1	800000	1
108	5	0	0	0	0	0	0	94	1	0	1	800000	1
109	5	0	0	0	0	0	0	95	1	0	1	800000	1
110	5	0	0	0	0	0	0	96	1	0	1	800000	1
111	5	0	0	0	0	0	0	97	1	0	1	800000	1
112	5	0	0	0	0	0	0	98	1	0	1	800000	1
113	5	0	0	0	0	0	0	99	1	0	1	800000	1
114	5	0	0	0	0	0	0	100	1	0	1	800000	1
115	5	0	0	0	0	0	0	101	1	0	1	800000	1
116	5	0	0	0	0	550	1	0	0	0	1	300000	1
117	5	0	0	0	0	564	1	0	0	0	1	200000	1
118	5	0	0	0	0	0	0	115	1	0	1	100000	1
119	5	0	0	0	0	0	0	117	1	0	1	100000	1
120	5	0	0	0	0	549	1	0	0	0	1	100000	1
121	5	0	0	0	0	196	1	0	0	0	1	220000	1
122	5	0	0	0	0	197	1	0	0	0	1	220000	1
123	5	0	0	0	0	198	1	0	0	0	1	220000	1
124	5	0	0	0	0	199	1	0	0	0	1	620000	1
125	5	0	0	0	0	200	1	0	0	0	1	620000	1
126	5	0	0	0	0	201	1	0	0	0	1	220000	1
127	5	0	0	0	0	202	1	0	0	0	1	220000	1
128	5	0	0	0	0	203	1	0	0	0	1	220000	1
129	5	0	0	0	0	204	1	0	0	0	1	620000	1
130	5	0	0	0	0	205	1	0	0	0	1	620000	1
131	5	0	0	0	0	206	1	0	0	0	1	220000	1
132	5	0	0	0	0	207	1	0	0	0	1	220000	1
133	5	0	0	0	0	208	1	0	0	0	1	220000	1
134	5	0	0	0	0	209	1	0	0	0	1	620000	1
135	5	0	0	0	0	210	1	0	0	0	1	620000	1
136	5	0	0	0	0	211	1	0	0	0	1	220000	1
137	5	0	0	0	0	212	1	0	0	0	1	220000	1
138	5	0	0	0	0	213	1	0	0	0	1	220000	1
139	5	0	0	0	0	214	1	0	0	0	1	620000	1
140	5	0	0	0	0	215	1	0	0	0	1	620000	1
141	5	0	0	0	0	391	1	0	0	0	1	620000	1
142	5	0	0	0	0	397	1	0	0	0	1	620000	1
143	5	0	0	0	0	0	0	22	1	0	1	900000	1
144	5	0	0	0	0	0	0	23	1	0	1	900000	1
145	5	0	0	0	0	0	0	24	1	0	1	900000	1
146	5	0	0	0	0	0	0	27	1	0	1	900000	1
147	5	0	0	0	0	0	0	28	1	0	1	900000	1
148	5	0	0	0	0	0	0	29	1	0	1	900000	1
149	5	0	0	0	0	0	0	32	1	0	1	900000	1
150	5	0	0	0	0	0	0	33	1	0	1	900000	1
151	5	0	0	0	0	0	0	34	1	0	1	900000	1
152	5	0	0	0	0	0	0	37	1	0	1	900000	1
153	5	0	0	0	0	0	0	38	1	0	1	900000	1
154	5	0	0	0	0	0	0	39	1	0	1	900000	1
155	5	0	0	0	0	238	1	0	0	0	1	1500000	1
156	5	0	0	0	0	243	1	0	0	0	1	1500000	1
157	5	0	0	0	0	248	1	0	0	0	1	1500000	1
158	5	0	0	0	0	253	1	0	0	0	1	1500000	1
159	5	0	0	0	0	258	1	0	0	0	1	1500000	1
160	5	0	0	0	0	262	1	0	0	0	1	1500000	1
161	5	0	0	0	0	324	1	0	0	0	1	1500000	1
162	5	0	0	0	0	328	1	0	0	0	1	1500000	1
163	5	0	0	0	0	332	1	0	0	0	1	1500000	1
164	5	0	0	0	0	337	1	0	0	0	1	1500000	1
165	5	0	0	0	0	342	1	0	0	0	1	1500000	1
166	5	0	0	0	0	347	1	0	0	0	1	1500000	1
167	5	0	0	0	0	284	1	0	0	0	1	2000000	1
168	5	0	0	0	0	364	1	0	0	0	1	2000000	1
169	5	0	0	0	0	3	1	0	0	0	1	1000000	1
170	5	0	0	0	0	6	1	0	0	0	1	1000000	1
171	5	0	0	0	0	11	1	0	0	0	1	500000	1
172	5	0	0	0	0	12	1	0	0	0	1	300000	1
173	5	0	0	0	0	13	1	0	0	0	1	200000	1
174	5	0	0	0	0	15	1	0	0	0	1	500000	1
175	5	0	0	0	0	16	1	0	0	0	1	300000	1
176	5	0	0	0	0	17	1	0	0	0	1	200000	1
177	5	0	0	0	0	18	1	0	0	0	1	1000000	1
178	5	0	0	0	0	0	0	116	1	0	1	500000	1
179	5	0	0	0	0	0	0	114	1	0	1	500000	1
180	5	0	0	0	0	8	1	0	0	0	1	550000	1
181	5	0	0	0	0	563	1	0	0	0	1	400000	1
182	5	0	0	0	0	55	1	0	0	0	1	1600000	1
183	5	0	0	0	0	56	1	0	0	0	1	1600000	1
184	5	0	0	0	0	57	1	0	0	0	1	1600000	1
185	5	0	0	0	0	59	1	0	0	0	1	1600000	1
186	5	0	0	0	0	62	1	0	0	0	1	1600000	1
187	5	0	0	0	0	64	1	0	0	0	1	1600000	1
188	5	0	0	0	0	65	1	0	0	0	1	1600000	1
189	5	0	0	0	0	67	1	0	0	0	1	1600000	1
190	5	0	0	0	0	69	1	0	0	0	1	1600000	1
191	5	0	0	0	0	70	1	0	0	0	1	1600000	1
192	5	0	0	0	0	71	1	0	0	0	1	1600000	1
193	5	0	0	0	0	175	1	0	0	0	1	1300000	1
194	5	0	0	0	0	176	1	0	0	0	1	1300000	1
195	5	0	0	0	0	177	1	0	0	0	1	1300000	1
196	5	0	0	0	0	178	1	0	0	0	1	1300000	1
197	5	0	0	0	0	179	1	0	0	0	1	1300000	1
198	5	0	0	0	0	180	1	0	0	0	1	1300000	1
199	5	0	0	0	0	181	1	0	0	0	1	1300000	1
200	5	0	0	0	0	182	1	0	0	0	1	1300000	1
201	5	0	0	0	0	183	1	0	0	0	1	1300000	1
202	5	0	0	0	0	184	1	0	0	0	1	1300000	1
203	5	0	0	0	0	185	1	0	0	0	1	1300000	1
204	5	0	0	0	0	186	1	0	0	0	1	1300000	1
205	5	0	0	0	0	187	1	0	0	0	1	1300000	1
206	5	0	0	0	0	188	1	0	0	0	1	1300000	1
207	5	0	0	0	0	189	1	0	0	0	1	1300000	1
208	5	0	0	0	0	190	1	0	0	0	1	1300000	1
209	5	0	0	0	0	191	1	0	0	0	1	1300000	1
210	5	0	0	0	0	192	1	0	0	0	1	1300000	1
211	5	0	0	0	0	193	1	0	0	0	1	1300000	1
212	5	0	0	0	0	194	1	0	0	0	1	1300000	1
213	5	0	0	0	0	195	1	0	0	0	1	1300000	1
214	5	0	0	0	0	400	1	0	0	0	1	500000	1
215	6	0	0	195402	0	0	0	0	0	0	1	300000	1
216	7	0	0	0	0	1	0	0	0	0	0	100	1
217	7	0	0	0	0	2	0	0	0	0	0	200	1
218	7	0	0	0	0	3	0	0	0	0	0	400	1
219	7	0	0	0	0	4	0	0	0	0	0	500	1
220	7	0	0	0	0	5	0	0	0	0	0	600	1
221	7	0	0	0	0	6	0	0	0	0	0	800	1
222	7	0	0	0	0	7	0	0	0	0	0	1000	1
