62	争夺要塞神山堡	1	66	0	31,-1,500	-1	-1	900	1800	5	占有要塞神山堡，并坚守到20:30	-1	2	1
63	防守电脑中心	1	8	0	31,-1,300	-1	-1	1800	2700	6	占有电脑中心，并坚守到国战结束	-1	1	1
64	防守清真寺	1	17	0	31,-1,300	-1	-1	1800	2700	6	占有清真寺，并坚守到国战结束	-1	1	1
65	攻占毒将军府	1	33	0	31,-1,300	-1	-1	1800	2700	7	占有毒将军府，并坚守到国战结束	3	1	1
66	攻占精武道场	1	45	0	31,-1,300	-1	-1	1800	2700	7	占有精武道场，并坚守到国战结束	2	1	1
67	占领圣母堂	1	72	0	31,-1,300	-1	-1	0	900	8	占有圣母堂，并坚守到20:15	-1	1	2
68	占领亡神之潮	1	73	0	31,-1,300	-1	-1	0	900	8	占有亡神之潮，并坚守到20:15	-1	1	2
69	占领绝世小筑	1	67	0	31,-1,300	-1	-1	0	900	8	占有绝世小筑，并坚守到20:15	-1	1	2
70	占领中华武馆	1	76	0	31,-1,200	-1	-1	0	900	9	在其他国家之前占领中华武馆	-1	1	2
71	防守金光寺	1	43	0	31,-1,300	-1	-1	900	1800	10	占有金光寺，并坚守到20:30	-1	1	2
72	攻占北帝庙	1	21	0	31,-1,300	-1	-1	900	1800	11	占有北帝庙，并坚守到20:30	-1	1	2
73	争夺要塞神山堡	1	66	0	31,-1,500	-1	-1	900	1800	12	占有要塞神山堡，并坚守到20:30	-1	2	2
74	防守精武道场	1	45	0	31,-1,300	-1	-1	1800	2700	13	占有精武道场，并坚守到国战结束	-1	1	2
75	防守罗刹天地寺	1	57	0	31,-1,300	-1	-1	1800	2700	13	占有罗刹天地寺，并坚守到国战结束	-1	1	2
76	攻占清真寺	1	17	0	31,-1,300	-1	-1	1800	2700	14	占有清真寺，并坚守到国战结束	1	1	2
77	攻占御膳房	1	38	0	31,-1,300	-1	-1	1800	2700	14	占有御膳房，并坚守到国战结束	3	1	2
78	占领圣母堂	1	72	0	31,-1,300	-1	-1	0	900	15	占有圣母堂，并坚守到20:15	-1	1	3
79	占领亡神之潮	1	73	0	31,-1,300	-1	-1	0	900	15	占有亡神之潮，并坚守到20:15	-1	1	3
80	占领绝世小筑	1	67	0	31,-1,300	-1	-1	0	900	15	占有绝世小筑，并坚守到20:15	-1	1	3
81	占领清水寺	1	71	0	31,-1,200	-1	-1	0	900	16	在其他国家之前占领清水寺	-1	1	3
82	防守猛兽林	1	22	0	31,-1,300	-1	-1	900	1800	17	占有猛兽林，并坚守到20:30	-1	1	3
83	攻占金光寺	1	43	0	31,-1,300	-1	-1	900	1800	18	占有金光寺，并坚守到20:30	-1	1	3
84	争夺要塞神山堡	1	66	0	31,-1,500	-1	-1	900	1800	19	占有要塞神山堡，并坚守到20:30	-1	2	3
85	防守毒将军府	1	33	0	31,-1,300	-1	-1	1800	2700	20	占有毒将军府，并坚守到国战结束	2	1	3
86	防守御膳房	1	38	0	31,-1,300	-1	-1	1800	2700	20	占有御膳房，并坚守到国战结束	2	1	3
87	攻占电脑中心	1	8	0	31,-1,300	-1	-1	1800	2700	21	占有电脑中心，并坚守到国战结束	1	1	3
88	攻占罗刹天地寺	1	57	0	31,-1,300	-1	-1	1800	2700	21	占有罗刹天地寺，并坚守到国战结束	2	1	3
