179	179	55090	73460	91820	1
180	180	55640	74190	92740	0
181	181	56200	74930	93660	0
182	182	56750	75670	94590	1
183	183	57310	76420	95520	0
184	184	57870	77160	96460	0
185	185	58440	77920	97400	1
186	186	59000	78670	98340	0
187	187	59570	79430	99290	0
188	188	60150	80200	100250	1
189	189	60720	80960	101200	0
190	190	61300	81730	102170	0
191	191	61880	82510	103140	1
192	192	62460	83280	104110	0
193	193	63050	84070	105080	0
194	194	63640	84850	106060	1
195	195	64230	85640	107050	0
196	196	64820	86430	108040	0
197	197	65420	87230	109030	1
198	198	66020	88030	110030	0
199	199	66620	88830	111040	0
200	200	99999999	99999999	99999999	1
